Total general_cotizantes,Total Región Distrito Nacional_cotizantes,Total 0 - Santo Domingo_cotizantes,Distrito Nacional_cotizantes,Monte Plata_cotizantes,Santo Domingo_cotizantes,Total Región Este_cotizantes,Total V - Este_cotizantes,El Seybo_cotizantes,Hato Mayor del Rey_cotizantes,La Altagracia_cotizantes,La Romana_cotizantes,San Pedro de Macorís_cotizantes,Total Región Norte_cotizantes,Total II - Norcentral_cotizantes,Espaillat_cotizantes,Puerto Plata_cotizantes,Santiago_cotizantes,Total III - Nordeste_cotizantes,Duarte_cotizantes,Hermanas Mirabal_cotizantes,Maria Trinidad Sanchez_cotizantes,Samana,Total VII - Cibao Occidental_cotizantes,Dajabon_cotizantes,Montecristi_cotizantes,Santiago Rodriguez_cotizantes,Valverde_cotizantes,Total VIII - Cibao Central_cotizantes,La vega_cotizantes,Monseñor Nouel_cotizantes,Sanchez Ramirez_cotizantes,Total Región Sur_cotizantes,Total I - Valdesia_cotizantes,Peravia_cotizantes,San Cristóbal_cotizantes,San jose de Ocoa,Total IV - Enriquillo_cotizantes,Bahoruco_cotizantes,Barahona_cotizantes,Independencia_cotizantes,Pedernales_cotizantes,Total VI - El Valle_cotizantes,Azua_cotizantes,Elias Piña_cotizantes,San Juan de la Maguana_cotizantes,No Especificada_cotizantes,Month,Year,Periodo de Cobertura,Total general_no_cotizantes,Total Región Distrito Nacional_no_cotizantes,Total 0 - Santo Domingo_no_cotizantes,Distrito Nacional_no_cotizantes,Monte Plata_no_cotizantes,Santo Domingo_no_cotizantes,Total Región Este_no_cotizantes,Total V - Este_no_cotizantes,El Seybo_no_cotizantes,Hato Mayor del Rey_no_cotizantes,La Altagracia_no_cotizantes,La Romana_no_cotizantes,San Pedro de Macorís_no_cotizantes,Total Región Norte_no_cotizantes,Total II - Norcentral_no_cotizantes,Espaillat_no_cotizantes,Puerto Plata_no_cotizantes,Santiago_no_cotizantes,Total III - Nordeste_no_cotizantes,Duarte_no_cotizantes,Hermanas Mirabal_no_cotizantes,Maria Trinidad Sanchez_no_cotizantes,Samaná_regionales,Total VII - Cibao Occidental_no_cotizantes,Dajabon_no_cotizantes,Montecristi_no_cotizantes,Santiago Rodriguez_no_cotizantes,Valverde_no_cotizantes,Total VIII - Cibao Central_no_cotizantes,La vega_no_cotizantes,Monseñor Nouel_no_cotizantes,Sanchez Ramirez_no_cotizantes,Total Región Sur_no_cotizantes,Total I - Valdesia_no_cotizantes,Peravia_no_cotizantes,San Cristóbal_no_cotizantes,San José de Ocoa_regionales,Total IV - Enriquillo_no_cotizantes,Bahoruco_no_cotizantes,Barahona_no_cotizantes,Independencia_no_cotizantes,Pedernales_no_cotizantes,Total VI - El Valle_no_cotizantes,Azua_no_cotizantes,Elias Piña_no_cotizantes,San Juan de la Maguana_no_cotizantes,No Especificada_no_cotizantes,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samaná,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San José de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
805496,334858,334858,284414,4006,46438,66088,66088,2467,3183,17629,23224,19585,161131,102943,8688,18005,76250,18234,10557,2607,2996,2074,12494,2219,2843,1847,5585,27460,15694,7596,4170,58092,34027,5026,27535,1466,11060,2626,5914,1714,806,13005,4759,1614,6632,185327,9,2007,2007-09-01,402546,204426,204426,181566,2568,20292,26384,26384,1285,1589,5528,10386,7596,84400,50189,4460,9264,36465,11068,5978,1802,2274,1014,7113,1570,1709,1341,2493,16030,7765,5312,2953,36287,20126,2832,16273,1021,7110,1490,3708,1229,683,9051,3482,974,4595,51049,1208042,539284,539284,465980,6574,66730,92472,92472,3752,4772,23157,33610,27181,245531,153132,13148,27269,112715,29302,16535,4409,5270,3088,19607,3789,4552,3188,8078,43490,23459,12908,7123,94379,54153,7858,2487,43808,18170,4116,9622,2943,1489,22056,8241,2588,11227,236376
903242,362220,362220,306444,6426,49350,71774,71774,3123,4385,18396,24178,21692,191360,113590,10380,20983,82227,25669,13853,4259,4575,2982,17162,3088,4162,2618,7294,34939,18837,9673,6429,73683,39397,5767,31480,2150,15992,3952,8423,2542,1075,18294,6684,2354,9256,204205,10,2007,2007-10-01,481568,225383,225383,192688,5375,27320,31958,31958,1930,2649,6549,11299,9531,117411,63229,6822,12025,44382,19003,9253,3561,3978,2211,11287,2500,2564,2356,3867,23892,11868,6806,5218,55349,26640,3977,20529,2134,12958,3082,6657,2211,1008,15751,6058,1731,7962,51467,1384810,587603,587603,499132,11801,76670,103732,103732,5053,7034,24945,35477,31223,308771,176819,17202,33008,126609,44672,23106,7820,8553,5193,28449,5588,6726,4974,11161,58831,30705,16479,11647,129032,66037,9744,4284,52009,28950,7034,15080,4753,2083,34045,12742,4085,17218,255672
915500,362981,362981,307214,6331,49436,72303,72303,3118,4398,18277,24148,22362,194285,115883,10385,21117,84381,25594,13852,4327,4556,2859,17286,3073,4251,2601,7361,35522,19085,9884,6553,74948,40537,5870,32515,2152,16041,3990,8470,2541,1040,18370,6705,2352,9313,210983,11,2007,2007-11-01,506475,236631,236631,200037,5511,31083,33376,33376,1978,2773,6842,11623,10160,125865,68810,7284,12899,48627,19834,9753,3748,4025,2308,11915,2570,2696,2464,4185,25306,12568,7152,5586,58319,28420,4306,21861,2253,13522,3228,6957,2304,1033,16377,6219,1829,8329,52284,1421975,599612,599612,507251,11842,80519,105679,105679,5096,7171,25119,35771,32522,320150,184693,17669,34016,133008,45428,23605,8075,8581,5167,29201,5643,6947,5065,11546,60828,31653,17036,12139,133267,68957,10176,4405,54376,29563,7218,15427,4845,2073,34747,12924,4181,17642,263267
941619,371593,371593,313912,6679,51002,73465,73465,3155,4598,18033,24662,23017,197388,115896,10740,21226,83930,26242,14101,4395,4777,2969,17757,3175,4399,2661,7522,37493,20932,9818,6743,76237,41005,5987,32747,2271,16327,4103,8559,2596,1069,18905,6907,2379,9619,222936,12,2007,2007-12-01,535562,249104,249104,210683,5910,32511,36404,36404,2186,3092,6934,12828,11364,134515,72518,7890,13307,51321,21586,11019,3888,4228,2451,12560,2725,2879,2548,4408,27851,14075,7816,5960,62313,30179,4538,23297,2344,14460,3525,7428,2454,1053,17674,6911,1989,8774,53226,1477181,620697,620697,524595,12589,83513,109869,109869,5341,7690,24967,37490,34381,331903,188414,18630,34533,135251,47828,25120,8283,9005,5420,30317,5900,7278,5209,11930,65344,35007,17634,12703,138550,71184,10525,4615,56044,30787,7628,15987,5050,2122,36579,13818,4368,18393,276162
939349,369779,369779,312036,6723,51020,75946,75946,3446,4698,19202,25257,23343,198171,116903,10804,21677,84422,26358,14196,4427,4726,3009,17450,3154,4304,2629,7363,37460,20732,9953,6775,76239,41199,6104,32880,2215,16232,4040,8537,2584,1071,18808,6868,2388,9552,219214,1,2008,2008-01-01,546150,253946,253946,214410,6039,33497,37815,37815,2262,3179,7336,13211,11827,137345,74339,8051,13773,52515,21984,11352,3912,4232,2488,12681,2754,2887,2538,4502,28341,14463,7861,6017,63379,31045,4616,24045,2384,14535,3451,7518,2465,1101,17799,6869,1996,8934,53665,1485499,623725,623725,526446,12762,84517,113761,113761,5708,7877,26538,38468,35170,335516,191242,18855,35450,136937,48342,25548,8339,8958,5497,30131,5908,7191,5167,11865,65801,35195,17814,12792,139618,72244,10720,4599,56925,30767,7491,16055,5049,2172,36607,13737,4384,18486,272879
932574,367354,367354,310094,6420,50840,76014,76014,3234,4639,19443,25265,23433,195309,114549,10678,21850,82021,26446,14227,4423,4727,3069,17356,3148,4281,2572,7355,36958,20275,9922,6761,75611,40558,5958,32412,2188,16475,4077,8795,2548,1055,18578,6784,2371,9423,218286,2,2008,2008-02-01,565039,262909,262909,222015,6096,34798,39533,39533,2350,3238,7620,13628,12697,142874,77709,8458,14369,54882,22826,11807,4066,4410,2543,13151,2854,3002,2540,4755,29188,14608,8243,6337,65016,32305,4722,25126,2457,14523,3352,7591,2455,1125,18188,7014,2038,9136,54707,1497613,630263,630263,532109,12516,85638,115547,115547,5584,7877,27063,38893,36130,338183,192258,19136,36219,136903,49272,26034,8489,9137,5612,30507,6002,7283,5112,12110,66146,34883,18165,13098,140627,72863,10680,4645,57538,30998,7429,16386,5003,2180,36766,13798,4409,18559,272993
951361,370943,370943,313055,6722,51166,76629,76629,3393,4773,19493,25261,23709,200056,117804,10901,22019,84884,26554,14314,4490,4633,3117,17569,3190,4334,2631,7414,38129,21278,10048,6803,77008,41665,6003,33438,2224,16569,4096,8848,2580,1045,18774,6861,2377,9536,226725,3,2008,2008-03-01,577657,269173,269173,227074,6300,35799,40170,40170,2375,3309,7786,13765,12935,145991,79233,8522,14509,56202,23107,12031,4118,4365,2593,13509,2905,3107,2629,4868,30142,15215,8495,6432,66998,33600,4852,26265,2483,14839,3393,7739,2585,1122,18559,7134,2083,9342,55325,1529018,640116,640116,540129,13022,86965,116799,116799,5768,8082,27279,39026,36644,346047,197037,19423,36528,141086,49661,26345,8608,8998,5710,31078,6095,7441,5260,12282,68271,36493,18543,13235,144006,75265,10855,4707,59703,31408,7489,16587,5165,2167,37333,13995,4460,18878,282050
969551,370061,370061,312042,6697,51322,77058,77058,3507,4773,19275,25462,24041,201124,118913,11339,22228,85346,26615,14248,4541,4712,3114,17499,3160,4301,2612,7426,38097,21206,10073,6818,76648,41192,5978,32979,2235,16517,4078,8835,2564,1040,18939,6901,2387,9651,244660,4,2008,2008-04-01,595369,277030,277030,233424,6482,37124,42382,42382,2475,3376,8124,14910,13497,150942,82306,8807,14899,58600,23833,12460,4259,4508,2606,13867,2922,3211,2683,5051,30936,15660,8631,6645,68009,34038,4905,26571,2562,15116,3492,7871,2610,1143,18855,7230,2107,9518,57006,1564920,647091,647091,545466,13179,88446,119440,119440,5982,8149,27399,40372,37538,352066,201219,20146,37127,143946,50448,26708,8800,9220,5720,31366,6082,7512,5295,12477,69033,36866,18704,13463,144657,75230,10883,4797,59550,31633,7570,16706,5174,2183,37794,14131,4494,19169,301666
962794,369689,369689,311664,6542,51483,77113,77113,3493,4611,19103,25582,24324,200992,119025,11357,22024,85644,26691,14263,4595,4742,3091,17627,3164,4350,2613,7500,37649,20787,9984,6878,76890,41354,6024,33104,2226,16492,4056,8847,2560,1029,19044,6943,2389,9712,238110,5,2008,2008-05-01,622228,287199,287199,241782,6649,38768,45429,45429,2687,3612,8774,15507,14849,160754,87823,9328,15849,62646,25171,13129,4541,4786,2715,14689,3076,3400,2851,5362,33071,16506,9430,7135,71578,35850,5128,28071,2651,15796,3626,8276,2741,1153,19932,7625,2248,10059,57268,1585022,656888,656888,553446,13191,90251,122542,122542,6180,8223,27877,41089,39173,361746,206848,20685,37873,148290,51862,27392,9136,9528,5806,32316,6240,7750,5464,12862,70720,37293,19414,14013,148468,77204,11152,4877,61175,32288,7682,17123,5301,2182,38976,14568,4637,19771,295378
982560,375269,375269,315818,6864,52587,76718,76718,3509,4756,18956,25368,24129,203917,120215,11641,21923,86651,26984,14430,4653,4856,3045,17990,3240,4471,2640,7639,38728,21786,10016,6926,78576,42194,6193,33650,2351,16874,4202,9002,2594,1076,19508,7049,2448,10011,248080,6,2008,2008-06-01,644595,296375,296375,248374,7134,40867,46867,46867,2801,3773,8991,15669,15633,168172,91414,10009,16514,64891,26351,13752,4767,5039,2793,15559,3193,3666,3033,5667,34848,17669,9617,7562,75345,37303,5436,29098,2769,17026,3935,8894,2922,1275,21016,8111,2351,10554,57836,1627155,671644,671644,564192,13998,93454,123585,123585,6310,8529,27947,41037,39762,372089,211629,21650,38437,151542,53335,28182,9420,9895,5838,33549,6433,8137,5673,13306,73576,39455,19633,14488,153921,79497,11629,5120,62748,33900,8137,17896,5516,2351,40524,15160,4799,20565,305916
975992,372065,372065,313093,6571,52401,75885,75885,3539,4409,18607,25191,24139,201743,119575,11679,21672,86224,26751,14214,4679,4851,3007,18077,3241,4412,2649,7775,37340,21015,9427,6898,77978,41761,6174,33231,2356,16720,4118,8923,2591,1088,19497,7109,2434,9954,248321,7,2008,2008-07-01,675951,307335,307335,257185,7244,42906,51417,51417,2954,4101,9934,17260,17168,176824,96582,10815,17286,68481,27853,14541,4966,5417,2929,16150,3288,3772,3137,5953,36239,18443,9821,7975,78124,38917,5782,30293,2842,17579,4090,9171,2983,1335,21628,8347,2407,10874,62251,1651943,679400,679400,570278,13815,95307,127302,127302,6493,8510,28541,42451,41307,378567,216157,22494,38958,154705,54604,28755,9645,10268,5936,34227,6529,8184,5786,13728,73579,39458,19248,14873,156102,80678,11956,5198,63524,34299,8208,18094,5574,2423,41125,15456,4841,20828,310572
987719,371905,371905,312378,6602,52925,74741,74741,3422,4380,18670,24797,23472,201591,120248,11390,22209,86649,27294,14598,4709,4966,3021,18279,3258,4517,2633,7871,35770,19989,8882,6899,78196,41792,6096,33316,2380,16646,4112,8864,2592,1078,19758,7213,2445,10100,261286,8,2008,2008-08-01,672797,303801,303801,253347,7175,43279,50110,50110,2880,3846,9532,16871,16981,181462,99802,11140,17375,71287,28551,15135,5036,5455,2925,16638,3303,3933,3162,6240,36471,18799,9715,7957,78919,39245,5828,30555,2862,17681,4143,9225,2981,1332,21993,8649,2438,10906,58505,1660516,675706,675706,565725,13777,96204,124851,124851,6302,8226,28202,41668,40453,383053,220050,22530,39584,157936,55845,29733,9745,10421,5946,34917,6561,8450,5795,14111,72241,38788,18597,14856,157115,81037,11924,5242,63871,34327,8255,18089,5573,2410,41751,15862,4883,21006,319791
982420,370381,370381,310466,6573,53342,74358,74358,3489,4518,18528,24635,23188,201381,119612,11495,21999,86118,27028,14307,4715,4943,3063,18341,3245,4523,2643,7930,36400,20231,9226,6943,77378,41001,6049,32569,2383,16618,4120,8820,2592,1086,19759,7231,2467,10061,258922,9,2008,2008-09-01,678652,305281,305281,254485,7204,43592,51186,51186,3000,3966,9567,17582,17071,184752,101933,11521,17532,72880,28895,15301,5116,5536,2942,17195,3354,4020,3222,6599,36729,18948,9781,8000,79065,39273,5896,30502,2875,17648,4092,9150,3069,1337,22144,8726,2478,10940,58368,1661072,675662,675662,564951,13777,96934,125544,125544,6489,8484,28095,42217,40259,386133,221545,23016,39531,158998,55923,29608,9831,10479,6005,35536,6599,8543,5865,14529,73129,39179,19007,14943,156443,80274,11945,5258,63071,34266,8212,17970,5661,2423,41903,15957,4945,21001,317290
990262,375576,375576,314255,6908,54413,75435,75435,3658,4731,18262,25007,23777,203680,120286,11699,21985,86602,27158,14396,4721,4969,3072,18756,3383,4597,2673,8103,37480,21170,9294,7016,78929,41996,6275,33313,2408,16833,4161,8965,2607,1100,20100,7347,2492,10261,256642,10,2008,2008-10-01,694086,311597,311597,259403,7443,44751,53348,53348,3098,4117,9906,18147,18080,189107,104365,11890,17718,74757,29466,15572,5231,5685,2978,17440,3383,4004,3227,6826,37836,19513,10108,8215,80920,40457,6057,31452,2948,17811,4117,9254,3084,1356,22652,8919,2506,11227,59114,1684348,687173,687173,573658,14351,99164,128783,128783,6756,8848,28168,43154,41857,392787,224651,23589,39703,161359,56624,29968,9952,10654,6050,36196,6766,8601,5900,14929,75316,40683,19402,15231,159849,82453,12332,5356,64765,34644,8278,18219,5691,2456,42752,16266,4998,21488,315756
988605,372502,372502,311366,6755,54381,73139,73139,3599,4633,17593,24419,22895,201686,119881,11727,21535,86619,27249,14540,4742,4992,2975,19007,3466,4635,2699,8207,35549,19616,8905,7028,78984,41968,6293,33275,2400,16780,4148,8937,2592,1103,20236,7351,2506,10379,262294,11,2008,2008-11-01,700174,313038,313038,260304,7424,45310,52627,52627,3102,4089,9644,18058,17734,191807,105705,12216,17697,75792,30044,15890,5362,5836,2956,17940,3554,4104,3256,7026,38118,19326,10362,8430,82277,41289,6239,32057,2993,18052,4172,9434,3101,1345,22936,9055,2517,11364,60425,1688779,685540,685540,571670,14179,99691,125766,125766,6701,8722,27237,42477,40629,393493,225586,23943,39232,162411,57293,30430,10104,10828,5931,36947,7020,8739,5955,15233,73667,38942,19267,15458,161261,83257,12532,5393,65332,34832,8320,18371,5693,2448,43172,16406,5023,21743,322719
981402,369213,369213,308596,6716,53901,73133,73133,3609,4634,17730,24538,22622,200252,118483,11623,21608,85252,27353,14599,4730,4988,3036,18988,3460,4679,2704,8145,35428,19474,8915,7039,78212,41402,6321,32662,2419,16745,4141,8920,2581,1103,20065,7244,2488,10333,260592,12,2008,2008-12-01,710857,317447,317447,263701,7540,46206,54025,54025,3222,4119,9624,18840,18220,196162,108327,12485,18156,77686,30775,16293,5469,5952,3061,18316,3578,4210,3307,7221,38744,19655,10610,8479,83108,41700,6248,32356,3096,18164,4214,9476,3128,1346,23244,9190,2540,11514,60115,1692259,686660,686660,572297,14256,100107,127158,127158,6831,8753,27354,43378,40842,396414,226810,24108,39764,162938,58128,30892,10199,10940,6097,37304,7038,8889,6011,15366,74172,39129,19525,15518,161320,83102,12569,5515,65018,34909,8355,18396,5709,2449,43309,16434,5028,21847,320707
990803,372972,372972,311142,7058,54772,74694,74694,3671,4793,18597,24848,22785,199873,117273,11764,21293,84216,27486,14710,4722,5081,2973,19021,3475,4674,2696,8176,36093,19794,9125,7174,78862,41463,6335,32676,2452,17037,4270,9029,2631,1107,20362,7365,2475,10522,264402,1,2009,2009-01-01,741340,330601,330601,274669,7918,48014,57984,57984,3344,4368,10681,20516,19075,205849,113265,13333,18772,81160,32055,16999,5654,6239,3163,19197,3708,4323,3430,7736,41332,21136,11358,8838,86557,43787,6650,33932,3205,18637,4310,9787,3186,1354,24133,9492,2608,12033,60349,1732143,703573,703573,585811,14976,102786,132678,132678,7015,9161,29278,45364,41860,405722,230538,25097,40065,165376,59541,31709,10376,11320,6136,38218,7183,8997,6126,15912,77425,40930,20483,16012,165419,85250,12985,5657,66608,35674,8580,18816,5817,2461,44495,16857,5083,22555,324751
991334,371580,371580,309615,6761,55204,76437,76437,3731,4765,19013,25270,23658,198586,116318,11485,21944,82889,27789,14815,4744,5136,3094,18992,3503,4691,2717,8081,35487,19504,8826,7157,79108,41630,6417,32759,2454,17093,4240,9079,2657,1117,20385,7377,2489,10519,265623,2,2009,2009-02-01,761728,338087,338087,280889,7866,49332,60586,60586,3536,4429,11092,21575,19954,212418,117436,13858,19639,83939,32759,17380,5742,6350,3287,19527,3735,4431,3489,7872,42696,21569,12141,8986,88212,44799,6857,34638,3304,18966,4386,10005,3211,1364,24447,9603,2606,12238,62425,1753062,709667,709667,590504,14627,104536,137023,137023,7267,9194,30105,46845,43612,411004,233754,25343,41583,166828,60548,32195,10486,11486,6381,38519,7238,9122,6206,15953,78183,41073,20967,16143,167320,86429,13274,5758,67397,36059,8626,19084,5868,2481,44832,16980,5095,22757,328048
995438,369837,369837,307457,7113,55267,76775,76775,3821,4907,18939,25465,23643,201711,117967,11903,21700,84364,28132,15003,4810,5217,3102,18982,3452,4711,2711,8108,36630,20403,9011,7216,79634,41848,6579,32840,2429,17085,4275,9041,2626,1143,20701,7561,2496,10644,267481,3,2009,2009-03-01,775832,344557,344557,285573,8091,50893,62720,62720,3645,4596,11489,22534,20456,215750,118937,13892,19379,85666,33954,18114,5873,6637,3330,19820,3785,4480,3570,7985,43039,22513,11333,9193,90032,45971,7259,35432,3280,19169,4434,10085,3264,1386,24892,9894,2638,12360,62773,1771270,714394,714394,593030,15204,106160,139495,139495,7466,9503,30428,47999,44099,417461,236904,25795,41079,170030,62086,33117,10683,11854,6432,38802,7237,9191,6281,16093,79669,42916,20344,16409,169666,87819,13838,5709,68272,36254,8709,19126,5890,2529,45593,17455,5134,23004,330254
1007585,373054,373054,310015,7197,55842,76793,76793,3836,4915,18871,25665,23506,203908,119401,12063,22294,85044,28535,15197,4873,5314,3151,19069,3461,4712,2740,8156,36903,20510,9108,7285,80077,42053,6519,33070,2464,17041,4255,9068,2627,1091,20983,7627,2543,10813,273753,4,2009,2009-04-01,804431,358966,358966,297971,8272,52723,65601,65601,3754,4796,11752,23994,21305,223814,122936,14507,20571,87858,35306,18844,6162,6876,3424,20553,3907,4703,3677,8266,45019,23462,11955,9602,93155,47565,7633,36499,3433,19621,4590,10473,3266,1292,25969,10287,2777,12905,62895,1812016,732020,732020,607986,15469,108565,142394,142394,7590,9711,30623,49659,44811,427722,242337,26570,42865,172902,63841,34041,11035,12190,6575,39622,7368,9415,6417,16422,81922,43972,21063,16887,173232,89618,14152,5897,69569,36662,8845,19541,5893,2383,46952,17914,5320,23718,336648
998016,369131,369131,306505,6941,55685,76457,76457,3889,4782,18723,25637,23426,203716,119323,12122,22292,84909,28604,15239,4896,5345,3124,19296,3462,4902,2688,8244,36493,20002,9082,7409,78980,41372,6402,32489,2481,16824,4209,8939,2602,1074,20784,7558,2538,10688,269732,5,2009,2009-05-01,812317,362172,362172,300082,8247,53843,67585,67585,3886,4859,12182,24786,21872,228098,125624,14794,21081,89749,35990,19250,6297,6960,3483,20871,3956,4834,3635,8446,45613,23599,12149,9865,93114,47494,7676,36352,3466,19721,4612,10580,3245,1284,25899,10288,2766,12845,61348,1810333,731303,731303,606587,15188,109528,144042,144042,7775,9641,30905,50423,45298,431814,244947,26916,43373,174658,64594,34489,11193,12305,6607,40167,7418,9736,6323,16690,82106,43601,21231,17274,172094,88866,14078,5947,68841,36545,8821,19519,5847,2358,46683,17846,5304,23533,331080
1010032,374258,374258,310430,7297,56531,76206,76206,3954,4904,18220,25562,23566,206166,120075,12364,21660,86051,29045,15613,4959,5360,3113,19789,3531,5081,2788,8389,37257,20626,9270,7361,79830,41917,6701,32618,2598,16922,4245,8942,2636,1099,20991,7613,2566,10812,273572,6,2009,2009-06-01,843186,375733,375733,311023,8597,56113,70691,70691,4075,5092,12815,25756,22953,236418,128484,15408,21448,91628,37543,20066,6612,7278,3587,21852,4071,5102,3852,8827,48539,25175,13011,10353,97350,49890,8161,38027,3702,20372,4780,10851,3379,1362,27088,10694,2864,13530,62994,1853218,749991,749991,621453,15894,112644,146897,146897,8029,9996,31035,51318,46519,442584,248559,27772,43108,177679,66588,35679,11571,12638,6700,41641,7602,10183,6640,17216,85796,45801,22281,17714,177180,91807,14862,6300,70645,37294,9025,19793,6015,2461,48079,18307,5430,24342,336566
1029884,375807,375807,311704,7244,56859,75306,75306,3840,4637,18114,25402,23313,208022,120466,12443,22033,85990,29271,15686,5031,5460,3094,20275,3511,5323,2882,8559,38010,20975,9636,7399,80674,42751,7428,32701,2622,16857,4216,8846,2655,1140,21066,7659,2576,10831,290075,7,2009,2009-07-01,872676,386765,386765,319625,8849,58291,73789,73789,4250,5379,13523,27091,23546,246188,133419,16216,22378,94825,39058,20944,6838,7577,3699,22996,4247,5417,3984,9348,50715,26137,13985,10593,101138,51793,9005,38965,3823,21185,4926,11269,3492,1498,28160,11132,2983,14045,64796,1902560,762572,762572,631329,16093,115150,149095,149095,8090,10016,31637,52493,46859,454210,253885,28659,44411,180815,68329,36630,11869,13037,6793,43271,7758,10740,6866,17907,88725,47112,23621,17992,181812,94544,16433,6445,71666,38042,9142,20115,6147,2638,49226,18791,5559,24876,354871
1077250,403165,403165,332830,7597,62738,79266,79266,3937,4873,18854,26055,25547,217445,125143,13444,22275,89424,31314,16935,5279,5663,3437,21539,3801,5491,3066,9181,39449,21588,9871,7990,85950,45601,7884,35038,2679,17836,4341,9560,2751,1184,22513,8452,2680,11381,291424,8,2009,2009-08-01,912976,407842,407842,337344,9134,61364,77023,77023,4522,5237,14010,28354,24900,257038,138623,17221,22562,98840,41241,22226,7214,7909,3892,24384,4510,5752,4179,9943,52790,26837,14629,11324,106496,54738,9708,41087,3943,22105,5142,11807,3623,1533,29653,11674,3111,14868,64577,1990226,811007,811007,670174,16731,124102,156289,156289,8459,10110,32864,54409,50447,474483,263766,30665,44837,188264,72555,39161,12493,13572,7329,45923,8311,11243,7245,19124,92239,48425,24500,19314,192446,100339,17592,6622,76125,39941,9483,21367,6374,2717,52166,20126,5791,26249,356001
1086332,405179,405179,334810,7906,62463,80122,80122,4014,5063,18622,26426,25997,220644,126258,13664,22570,90024,32144,17484,5321,5810,3529,22286,3888,5590,3408,9400,39956,22050,9810,8096,87104,46056,8117,35200,2739,18173,4387,9705,2892,1189,22875,8680,2685,11510,293283,9,2009,2009-09-01,930044,414679,414679,342565,9442,62672,78207,78207,4552,5276,14113,28787,25479,263533,141581,17490,22840,101251,42363,22803,7422,8144,3994,25166,4603,5831,4384,10348,54423,27949,14924,11550,108508,56018,10094,41897,4027,22181,5156,11884,3621,1520,30309,11992,3114,15203,65117,2016376,819858,819858,677375,17348,125135,158329,158329,8566,10339,32735,55213,51476,484177,267839,31154,45410,191275,74507,40287,12743,13954,7523,47452,8491,11421,7792,19748,94379,49999,24734,19646,195612,102074,18211,6766,77097,40354,9543,21589,6513,2709,53184,20672,5799,26713,358400
1087741,406085,406085,335116,7975,62994,78913,78913,4041,4992,18126,26381,25373,222724,126748,13836,22513,90399,32342,17631,5437,5830,3444,22340,3928,5586,3308,9518,41294,22944,10002,8348,87336,46007,8070,35134,2803,18318,4427,9809,2867,1215,23011,8696,2710,11605,292683,10,2009,2009-10-01,952664,423149,423149,348275,9798,65076,80173,80173,4626,5455,14415,29548,26129,271584,145128,18047,23493,103588,43707,23385,7741,8477,4104,26232,4748,6042,4545,10897,56517,29145,15343,12029,111674,57414,10271,42925,4218,22983,5350,12328,3766,1539,31277,12389,3213,15675,66084,2040405,829234,829234,683391,17773,128070,159086,159086,8667,10447,32541,55929,51502,494308,271876,31883,46006,193987,76049,41016,13178,14307,7548,48572,8676,11628,7853,20415,97811,52089,25345,20377,199010,103421,18341,7021,78059,41301,9777,22137,6633,2754,54288,21085,5923,27280,358767
1095545,410510,410510,337926,8006,64578,78760,78760,4009,4989,17937,26417,25408,223146,127007,13601,22464,90942,32151,17197,5563,5895,3496,22707,3939,5754,3250,9764,41281,22745,10145,8391,88609,46307,8321,35156,2830,18703,4484,10099,2889,1231,23599,8680,2720,12199,294520,11,2009,2009-11-01,970589,431384,431384,354106,9994,67284,81313,81313,4711,5502,14824,29965,26311,278296,149079,18756,23779,106544,44557,23582,7983,8670,4322,26834,4838,6152,4539,11305,57826,29682,15897,12247,114538,58882,10824,43726,4332,23518,5450,12662,3837,1569,32138,12753,3284,16101,65058,2066134,841894,841894,692032,18000,131862,160073,160073,8720,10491,32761,56382,51719,501442,276086,32357,46243,197486,76708,40779,13546,14565,7818,49541,8777,11906,7789,21069,99107,52427,26042,20638,203147,105189,19145,7162,78882,42221,9934,22761,6726,2800,55737,21433,6004,28300,359578
