Periodo de Cobertura,Total Cotizantes,15-19_cotizantes,20-24_cotizantes,25-29_cotizantes,30-34_cotizantes,35-39_cotizantes,40-44_cotizantes,45-49_cotizantes,50-54_cotizantes,55-59_cotizantes,60-64_cotizantes,65-69_cotizantes,70-74_cotizantes,75-79_cotizantes,80-84_cotizantes,85 y mas_cotizantes,No Especificada,Year,Month,Sexo,Total Afiliados,0-4,5-9,10-14,15-19_nocotizantes,20-24_nocotizantes,25-29_nocotizantes,30-34_nocotizantes,35-39_nocotizantes,40-44_nocotizantes,45-49_nocotizantes,50-54_nocotizantes,55-59_nocotizantes,60-64_nocotizantes,65-69_nocotizantes,70-74_nocotizantes,75-79_nocotizantes,80-84_nocotizantes,85 y mas_nocotizantes,Total Afiliados_afiliados,0-4_afiliados,5-9_afiliados,10-14_afiliados,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y Más
2007-10-01,518603,9846,70943,92605,81501,70281,60337,45110,34834,23532,13996,8014,4156,2117,725,604,2,2007,10,M,228124,46255,56124,52793,32811,4763,1937,4142,5567,6379,5797,4755,3195,1743,977,487,248,90,61,746727,46257,56124,52793,42657,75706,94542,85643,75848,66716,50907,39589,26727,15739,8991,4643,2365,815,665
2007-11-01,523979,9796,72363,93966,82368,71115,60747,45456,34851,23637,14052,7992,4195,2111,723,605,2,2007,11,M,239314,48181,59325,55658,34589,4890,1979,4176,5738,6538,5943,4941,3332,1856,1062,581,311,133,81,763293,48183,59325,55658,44385,77253,95945,86544,76853,67285,51399,39792,26969,15908,9054,4776,2422,856,686
2007-12-01,539488,10666,74523,96694,84717,72920,62213,46762,35947,24520,14487,8262,4294,2135,729,617,2,2007,12,M,252918,50791,63102,59451,36684,3879,2120,4433,6119,6891,6320,5230,3565,2001,1137,628,343,140,84,792406,50793,63102,59451,47350,78402,98814,89150,79039,69104,53082,41177,28085,16488,9399,4922,2478,869,701
2008-01-01,536970,9854,73548,96092,84815,72884,62137,46674,35827,24442,14489,8329,4354,2159,745,619,2,2008,1,M,257925,51163,64515,60949,37556,3883,2114,4449,6234,7046,6445,5307,3640,2072,1192,682,387,173,118,794895,51165,64515,60949,47410,77431,98206,89264,79118,69183,53119,41134,28082,16561,9521,5036,2546,918,737
2008-02-01,531330,9658,73120,95495,84007,71974,61558,46110,35419,23937,14227,8109,4269,2117,726,602,2,2008,2,M,266391,53041,66536,62608,38674,3805,2206,4657,6454,7313,6641,5454,3780,2198,1339,836,479,224,146,797721,53043,66536,62608,48332,76925,97701,88664,78428,68871,52751,40873,27717,16425,9448,5105,2596,950,748
2008-03-01,545271,9901,74690,97456,85963,73887,63287,47539,36390,24719,14873,8520,4469,2191,761,623,2,2008,3,M,271570,53660,67742,63638,39274,3868,2243,4758,6658,7633,6840,5605,3962,2341,1441,930,549,269,159,816841,53662,67742,63638,49175,78558,99699,90721,80545,70920,54379,41995,28681,17214,9961,5399,2740,1030,782
2008-04-01,555570,11293,77405,99177,87312,74609,64058,48309,36867,24857,15040,8591,4473,2186,767,625,1,2008,4,M,279983,55204,69426,65289,40112,4214,2651,5180,6990,7897,7044,5784,4099,2470,1514,1006,620,308,175,835553,55205,69426,65289,51405,81619,101828,92492,81599,71955,55353,42651,28956,17510,10105,5479,2806,1075,800
2008-05-01,549271,10346,75279,97818,86066,73989,63510,48345,37016,24942,15201,8596,4534,2216,776,636,1,2008,5,M,293060,57957,72952,68336,41936,4231,2739,5392,7324,8224,7299,5995,4243,2583,1593,1062,675,333,186,842331,57958,72952,68336,52282,79510,100557,91458,81313,71734,55644,43011,29185,17784,10189,5596,2891,1109,822
2008-06-01,562936,10814,76739,99749,87814,75658,64928,49834,38167,25844,15877,9010,4733,2298,810,659,2,2008,6,M,304028,59631,75352,70799,43285,4373,2845,5672,7650,8652,7808,6449,4574,2803,1717,1116,737,357,208,866964,59633,75352,70799,54099,81112,102594,93486,83308,73580,57642,44616,30418,18680,10727,5849,3035,1167,867
2008-07-01,556411,10583,75761,98212,86551,74750,64038,49501,37921,25708,15779,9055,4737,2336,818,659,2,2008,7,M,320500,61099,77414,72721,45186,6251,4618,7048,8768,9461,8402,6889,4894,3059,1927,1253,853,408,249,876911,61101,77414,72721,55769,82012,102830,93599,83518,73499,57903,44810,30602,18838,10982,5990,3189,1226,908
2008-08-01,566372,11858,77896,99689,87544,75564,64844,50321,38457,26176,16095,9240,4809,2376,841,660,2,2008,8,M,317474,60565,75951,71031,44122,5854,4697,7190,8971,9716,8644,7213,5194,3235,2094,1356,919,445,277,883846,60567,75951,71031,55980,83750,104386,94734,84535,74560,58965,45670,31370,19330,11334,6165,3295,1286,937
2008-09-01,560752,11558,77121,98585,86776,74924,64082,49971,38140,25961,16001,9087,4726,2343,825,651,1,2008,9,M,320786,60846,76804,71802,44717,5816,4639,7279,8995,9828,8854,7336,5305,3337,2149,1384,950,467,278,881538,60847,76804,71802,56275,82937,103224,94055,83919,73910,58825,45476,31266,19338,11236,6110,3293,1292,929
2008-10-01,564960,10760,76357,99029,87849,75721,64797,50789,38727,26560,16316,9259,4860,2404,860,670,2,2008,10,M,328026,61345,78464,73376,45940,5957,4837,7498,9248,10105,9170,7533,5542,3500,2262,1467,997,493,292,892986,61347,78464,73376,56700,82314,103866,95347,84969,74902,59959,46260,32102,19816,11521,6327,3401,1353,962
2008-11-01,562181,11040,76244,97829,86976,74925,64283,50805,38742,26728,16474,9289,4911,2412,868,654,1,2008,11,M,330133,61886,79156,74090,46313,5631,4567,7280,9240,10088,9207,7668,5589,3594,2375,1546,1050,536,317,892314,61887,79156,74090,57353,81875,102396,94256,84165,74371,60012,46410,32317,20068,11664,6457,3462,1404,971
2008-12-01,555896,10824,75280,96475,86047,73942,63404,50357,38487,26553,16394,9259,4924,2416,877,656,1,2008,12,M,334429,62838,80481,75512,47206,5377,4382,7178,9202,9994,9255,7661,5660,3651,2406,1589,1112,575,350,890325,62839,80481,75512,58030,80657,100857,93225,83144,73398,59612,46148,32213,20045,11665,6513,3528,1452,1006
2009-01-01,562506,10960,76171,97369,87078,74758,64112,50923,38987,27056,16633,9411,5026,2456,898,666,2,2009,1,M,348233,66342,83773,78544,48906,5520,4579,7357,9531,10395,9423,7892,5839,3789,2499,1682,1190,607,365,910739,66344,83773,78544,59866,81691,101948,94435,84289,74507,60346,46879,32895,20422,11910,6708,3646,1505,1031
2009-02-01,561337,10843,75759,96680,86695,74678,64185,51000,39069,27196,16673,9498,5022,2474,905,658,2,2009,2,M,357791,67906,85298,80236,49790,5791,5046,8005,10051,10815,9809,8246,6148,3947,2654,1769,1250,639,391,919128,67908,85298,80236,60633,81550,101726,94700,84729,75000,60809,47315,33344,20620,12152,6791,3724,1544,1049
2009-03-01,564450,10614,75188,97006,87425,75437,64710,51678,39336,27556,16827,9483,5080,2517,930,661,2,2009,3,M,363869,69255,86587,81569,50725,6132,5146,8001,10035,10861,9832,8359,6232,4084,2750,1869,1315,700,417,928319,69257,86587,81569,61339,81320,102152,95426,85472,75571,61510,47695,33788,20911,12233,6949,3832,1630,1078
2009-04-01,571817,10732,76024,97762,88843,76521,65463,52526,39927,28015,17049,9607,5163,2568,938,677,2,2009,4,M,375469,71944,89402,83955,52331,5812,4975,7971,10179,11053,10038,8512,6484,4332,3026,2216,1646,945,648,947286,71946,89402,83955,63063,81836,102737,96814,86700,76516,62564,48439,34499,21381,12633,7379,4214,1883,1325
2009-05-01,563115,10462,74952,95745,87437,75159,64327,51839,39374,27870,16999,9555,5219,2570,932,673,2,2009,5,M,379437,72671,89858,84673,52847,5844,5173,8107,10331,11156,10168,8650,6648,4457,3090,2336,1717,1013,698,942552,72673,89858,84673,63309,80796,100918,95544,85490,75483,62007,48024,34518,21456,12645,7555,4287,1945,1371
2009-06-01,571694,10295,75457,96792,88862,76478,65340,52995,40083,28512,17530,9767,5326,2601,981,674,1,2009,6,M,392879,75001,92114,86977,55168,6668,5365,8485,10769,11667,10515,9062,6968,4708,3285,2476,1824,1088,739,964573,75002,92114,86977,65463,82125,102157,97347,87247,77007,63510,49145,35480,22238,13052,7802,4425,2069,1413
2009-07-01,584781,10433,76578,98048,90430,77876,67017,54588,41564,29499,18316,10243,5615,2781,1055,737,1,2009,7,M,405696,77504,94816,89706,57103,6866,5604,8794,11012,12021,10884,9275,7238,4972,3449,2622,1918,1139,773,990477,77505,94816,89706,67536,83444,103652,99224,88888,79038,65472,50839,36737,23288,13692,8237,4699,2194,1510
2009-08-01,614216,11020,78580,100712,93520,81106,70567,57903,44813,32382,20424,11589,6387,3170,1225,816,2,2009,8,M,422898,80928,99243,94103,59803,7001,5572,8911,11376,12149,11080,9528,7526,5253,3660,2762,1982,1222,799,1037114,80930,99243,94103,70823,85581,106284,102431,92482,82716,68983,54341,39908,25677,15249,9149,5152,2447,1615
2009-09-01,620609,11204,79620,101155,94602,81850,71203,58573,45305,32813,20649,11799,6513,3255,1238,827,3,2009,9,M,429951,82037,100597,95694,61196,7053,5584,9043,11454,12320,11279,9797,7693,5477,3718,2850,2053,1265,841,1050560,82040,100597,95694,72400,86673,106739,103645,93304,83523,69852,55102,40506,26126,15517,9363,5308,2503,1668
2009-10-01,618887,10792,79043,100816,94571,81692,71020,58304,45357,32888,20675,11779,6568,3265,1264,850,3,2009,10,M,440519,83713,102890,98153,62443,7280,5659,9344,11829,12679,11638,10084,8053,5674,3811,2953,2145,1305,866,1059406,83716,102890,98153,73235,86323,106475,103915,93521,83699,69942,55441,40941,26349,15590,9521,5410,2569,1716
2009-11-01,621101,10634,79340,100800,94800,81756,71342,58497,45749,33203,21009,11924,6677,3262,1257,848,3,2009,11,M,448201,85717,104229,99979,63464,7303,5729,9374,11999,12829,11760,10280,8207,5860,3944,3048,2230,1355,894,1069302,85720,104229,99979,74098,86643,106529,104174,93755,84171,70257,56029,41410,26869,15868,9725,5492,2612,1742
2009-12-01,624583,10120,79738,100996,95471,81960,71870,58753,46378,33604,21344,12062,6786,3333,1294,871,3,2009,12,M,454226,87100,105769,101818,64536,7141,5517,9344,11884,12789,11847,10333,8253,6023,4025,3157,2299,1464,927,1078809,87103,105769,101818,74656,86879,106513,104815,93844,84659,70600,56711,41857,27367,16087,9943,5632,2758,1798
2010-01-01,627445,10662,80999,101550,95842,82089,71772,58839,46268,33655,21369,12013,6821,3348,1357,858,3,2010,1,M,464138,89246,107561,103700,65969,7214,5685,9715,12270,13158,12156,10535,8498,6204,4103,3300,2340,1514,970,1091583,89249,107561,103700,76631,88213,107235,105557,94359,84930,70995,56803,42153,27573,16116,10121,5688,2871,1828
2010-02-01,630772,10474,81374,101850,96459,82608,72072,59174,46621,33961,21515,12105,6913,3392,1388,864,2,2010,2,M,469763,89471,107994,104296,66364,7733,5979,10167,12753,13609,12556,10965,8813,6494,4226,3381,2415,1549,998,1100535,89473,107994,104296,76838,89107,107829,106626,95361,85681,71730,57586,42774,28009,16331,10294,5807,2937,1862
2010-03-01,643851,10966,83404,103793,98561,84236,73533,60183,47408,34601,22048,12290,7061,3450,1435,880,2,2010,3,M,481150,93452,110578,106763,67962,8017,5978,10111,12657,13638,12635,10995,8860,6619,4372,3475,2449,1590,999,1125001,93454,110578,106763,78928,91421,109771,108672,96893,87171,72818,58403,43461,28667,16662,10536,5899,3025,1879
2010-04-01,656431,11388,85649,105884,100588,85996,74986,61178,47884,35119,22430,12285,7191,3493,1469,889,2,2010,4,M,490428,95919,112626,108593,69080,8020,6075,10297,12903,13919,12841,11245,9089,6802,4431,3547,2437,1607,997,1146859,95921,112626,108593,80468,93669,111959,110885,98899,88905,74019,59129,44208,29232,16716,10738,5930,3076,1886
2010-05-01,649997,10789,84545,104952,99790,84974,74373,60698,47472,35007,22270,12210,7110,3452,1480,873,2,2010,5,M,495196,96739,113205,109150,69444,8058,6205,10502,13151,14144,13095,11445,9321,7029,4615,3690,2585,1736,1082,1145193,96741,113205,109150,80233,92603,111157,110292,98125,88517,73793,58917,44328,29299,16825,10800,6037,3216,1955
2010-06-01,642524,10756,84160,103978,99039,83923,73557,59892,46701,34448,21867,11782,6885,3305,1401,828,2,2010,6,M,499027,97216,113123,109027,69850,8483,6721,10945,13436,14506,13231,11593,9486,7208,4769,3819,2690,1800,1124,1141551,97218,113123,109027,80606,92643,110699,109984,97359,88063,73123,58294,43934,29075,16551,10704,5995,3201,1952
2010-07-01,647904,11261,85252,104797,99515,84436,74123,60224,46948,34721,22207,11917,6914,3349,1415,824,1,2010,7,M,505771,98100,114005,110326,70540,8592,6866,11176,13715,14785,13635,11928,9742,7534,4945,3979,2802,1917,1184,1153675,98101,114005,110326,81801,93844,111663,110691,98151,88908,73859,58876,44463,29741,16862,10893,6151,3332,2008
2010-08-01,651129,11366,85803,105307,100307,84915,74293,60527,47042,34784,22316,11962,6895,3340,1432,838,2,2010,8,M,512485,98922,115300,111775,71464,8682,6953,11282,14039,15148,13935,12061,9969,7732,5088,4060,2907,1945,1223,1163614,98924,115300,111775,82830,94485,112260,111589,98954,89441,74462,59103,44753,30048,17050,10955,6247,3377,2061
2010-09-01,654432,11552,86212,105657,100886,85619,74510,61105,47295,34747,22283,11940,6921,3361,1494,848,2,2010,9,M,522507,99890,116621,113956,72716,9073,7343,11638,14458,15500,14337,12411,10578,8133,5334,4223,2980,2030,1286,1176939,99892,116621,113956,84268,95285,113000,112524,100077,90010,75442,59706,45325,30416,17274,11144,6341,3524,2134
2010-10-01,655212,11415,86645,105982,101592,85635,74520,61234,47039,34763,22161,11787,6811,3310,1466,850,2,2010,10,M,528599,100407,117181,115126,73398,9233,7405,11844,14907,15996,14794,12821,10717,8242,5590,4386,3106,2111,1335,1183811,100409,117181,115126,84813,95878,113387,113436,100542,90516,76028,59860,45480,30403,17377,11197,6416,3577,2185
2010-11-01,662235,11280,87295,106400,102879,86611,75142,62081,47708,35379,22624,12077,6983,3375,1527,872,2,2010,11,M,534627,102143,118640,116946,74611,9381,7400,11956,14862,16015,14844,12640,10658,8116,5470,4346,3084,2148,1367,1196862,102145,118640,116946,85891,96676,113800,114835,101473,91157,76925,60348,46037,30740,17547,11329,6459,3675,2239
2010-12-01,669694,11190,88770,107518,103758,87438,75712,62831,48110,35974,22992,12356,7123,3432,1587,901,2,2010,12,M,540432,102910,119686,118462,75583,9314,7264,12161,15055,16276,15056,12798,10751,8314,5600,4433,3138,2216,1415,1210126,102912,119686,118462,86773,98084,114782,115919,102493,91988,77887,60908,46725,31306,17956,11556,6570,3803,2316
2011-01-01,667472,11402,88833,106923,103248,86652,75309,62446,47897,36115,23049,12420,7156,3507,1606,907,2,2011,1,M,540529,103061,119334,118871,75740,9218,7150,12099,14923,16208,15092,12765,10795,8304,5595,4487,3205,2236,1446,1208001,103063,119334,118871,87142,98051,114073,115347,101575,91517,77538,60662,46910,31353,18015,11643,6712,3842,2353
2011-02-01,668676,10893,87941,106784,103154,87017,75936,63012,48275,36495,23185,12625,7252,3573,1614,918,2,2011,2,M,547967,104059,119960,119961,76298,9929,7602,12448,15316,16679,15475,13029,11141,8561,5793,4637,3298,2295,1486,1216643,104061,119960,119961,87191,97870,114386,115602,102333,92615,78487,61304,47636,31746,18418,11889,6871,3909,2404
2011-03-01,676723,11288,89096,108029,104100,88010,76913,63666,48757,36928,23466,12795,7363,3678,1683,949,2,2011,3,M,554270,105294,120951,121266,77090,10029,7716,12518,15334,16884,15632,13304,11369,8827,5949,4784,3403,2349,1571,1230993,105296,120951,121266,88378,99125,115745,116618,103344,93797,79298,62061,48297,32293,18744,12147,7081,4032,2520
2011-04-01,684775,11458,90615,109135,105098,88939,77786,64492,49248,37457,23675,12964,7476,3752,1704,974,2,2011,4,M,562452,107628,122134,122937,77657,10165,7760,12819,15594,17054,15848,13524,11635,9040,6150,4935,3515,2447,1610,1247227,107630,122134,122937,89115,100780,116895,117917,104533,94840,80340,62772,49092,32715,19114,12411,7267,4151,2584
2011-05-01,667286,10903,88784,107425,103525,87168,75684,62530,47592,36108,22553,12209,6900,3468,1539,896,2,2011,5,M,561125,107109,120814,121779,76994,10356,8052,12945,15838,17316,16068,13711,11798,9263,6313,5035,3606,2467,1661,1228411,107111,120814,121779,87897,99140,115477,116470,103006,93000,78598,61303,47906,31816,18522,11935,7074,4006,2557
2011-06-01,675975,10780,88921,107828,104407,88089,76712,63802,48724,37069,23271,12889,7220,3700,1644,917,2,2011,6,M,568593,109063,122348,123884,77946,10354,8122,13050,15875,17302,16115,13832,11885,9369,6445,5134,3664,2512,1693,1244568,109065,122348,123884,88726,99275,115950,117457,103964,94014,79917,62556,48954,32640,19334,12354,7364,4156,2610
2011-07-01,687297,11338,90362,108898,105760,89348,77797,64995,49887,37970,23683,13258,7489,3830,1706,974,2,2011,7,M,576475,110083,123371,125472,79139,10786,8306,13335,16210,17606,16378,14085,12125,9526,6650,5315,3765,2589,1734,1263772,110085,123371,125472,90477,101148,117204,119095,105558,95403,81373,63972,50095,33209,19908,12804,7595,4295,2708
2011-08-01,690823,11652,90679,109237,106433,89855,78033,65457,50145,38228,23778,13415,7427,3817,1692,973,2,2011,8,M,583223,110760,124145,126728,80527,11035,8532,13682,16352,17766,16652,14315,12417,9746,6873,5398,3886,2635,1774,1274046,110762,124145,126728,92179,101714,117769,120115,106207,95799,82109,64460,50645,33524,20288,12825,7703,4327,2747
2011-09-01,688169,11443,90467,109287,106397,89638,77707,65175,49662,37608,23489,13367,7400,3864,1706,957,2,2011,9,M,585111,111353,124472,126974,80848,10866,8165,13479,16426,17749,16761,14482,12850,9890,6995,5458,3917,2636,1790,1273280,111355,124472,126974,92291,101333,117452,119876,106064,95456,81936,64144,50458,33379,20362,12858,7781,4342,2747
2011-10-01,689210,11259,90521,109415,106863,89588,77333,65370,49857,37805,23750,13489,7416,3878,1709,955,2,2011,10,M,583831,110534,123308,125990,80442,11647,8781,13819,16705,17862,16953,14405,12543,9819,7013,5491,3988,2694,1837,1273041,110536,123308,125990,91701,102168,118196,120682,106293,95195,82323,64262,50348,33569,20502,12907,7866,4403,2792
2011-11-01,690261,10857,90312,109357,106951,89729,77577,65860,50010,38042,23923,13672,7407,3883,1707,972,2,2011,11,M,585815,111325,123638,126556,80660,11404,8565,13755,16621,17798,17048,14437,12619,10010,7120,5581,4066,2759,1853,1276076,111327,123638,126556,91517,101716,117922,120706,106350,95375,82908,64447,50661,33933,20792,12988,7949,4466,2825
2011-12-01,694392,11142,91901,110190,107421,89967,77633,66267,50105,38003,23928,13684,7448,3945,1752,1004,2,2011,12,M,585025,111275,123547,126705,80324,11281,8477,13543,16695,17759,16901,14433,12568,10047,7186,5539,4127,2757,1861,1279417,111277,123547,126705,91466,103182,118667,120964,106662,95392,83168,64538,50571,33975,20870,12987,8072,4509,2865
2012-01-01,692728,10936,91991,109767,107375,89421,77134,65950,50051,38009,24052,13812,7470,3994,1759,1005,2,2012,1,M,586906,111086,123348,126908,80458,11317,8485,13702,16790,17998,17217,14577,12791,10230,7319,5642,4243,2857,1938,1279634,111088,123348,126908,91394,103308,118252,121077,106211,95132,83167,64628,50800,34282,21131,13112,8237,4616,2943
2012-02-01,693190,10325,91045,109836,107618,89744,77547,66413,50215,38115,24226,13868,7470,3989,1762,1015,2,2012,2,M,593589,112213,124001,127934,80949,11698,8726,14030,17160,18382,17592,14915,13149,10459,7501,5747,4299,2865,1969,1286779,112215,124001,127934,91274,102743,118562,121648,106904,95929,84005,65130,51264,34685,21369,13217,8288,4627,2984
2012-03-01,704465,10585,92841,111205,108909,91147,78636,67785,51156,38766,24776,14069,7604,4075,1845,1064,2,2012,3,M,602314,114792,125451,129897,81854,11930,8942,14183,17205,18432,17800,15085,13154,10596,7730,5864,4426,2951,2022,1306779,114794,125451,129897,92439,104771,120147,123092,108352,97068,85585,66241,51920,35372,21799,13468,8501,4796,3086
2012-04-01,707895,10564,93394,111825,109268,91795,79047,68227,51365,38819,24907,14181,7553,4059,1828,1061,2,2012,4,M,605495,115919,125781,130637,81999,11928,8990,14126,17249,18495,17954,15174,13219,10761,7803,5903,4520,2979,2058,1313390,115921,125781,130637,92563,105322,120815,123394,109044,97542,86181,66539,52038,35668,21984,13456,8579,4807,3119
2012-05-01,711265,10185,93334,112413,109595,91903,79446,68913,51946,39279,25124,14351,7670,4119,1889,1096,2,2012,5,M,610530,116611,126450,131718,82623,12051,8931,14316,17458,18737,18176,15360,13449,10951,7947,5992,4592,3063,2105,1321795,116613,126450,131718,92808,105385,121344,123911,109361,98183,87089,67306,52728,36075,22298,13662,8711,4952,3201
2012-06-01,715871,10179,94108,113074,110011,92442,79872,69267,52206,39691,25370,14511,7809,4262,1954,1113,2,2012,6,M,616949,118339,127170,133064,82785,12230,9248,14533,17628,19035,18451,15603,13589,11137,8107,6134,4649,3104,2143,1332820,118341,127170,133064,92964,106338,122322,124544,110070,98907,87718,67809,53280,36507,22618,13943,8911,5058,3256
2012-07-01,689025,8838,89125,109145,106110,89210,76996,67080,50590,38527,24588,14098,7608,4115,1909,1084,2,2012,7,M,591401,114095,122831,129004,81072,10313,7217,12627,16144,17785,17513,15008,13259,10833,7878,6065,4589,3074,2094,1280426,114097,122831,129004,89910,99438,116362,118737,105354,94781,84593,65598,51786,35421,21976,13673,8704,4983,3178
2012-08-01,712662,10449,93391,112202,109165,92102,79541,69149,52085,39588,25323,14475,7932,4219,1943,1096,2,2012,8,M,623985,118992,126791,133794,84860,12770,9727,14907,17962,19417,18790,15943,13971,11387,8268,6349,4742,3169,2146,1336647,118994,126791,133794,95309,106161,121929,124072,110064,98958,87939,68028,53559,36710,22743,14281,8961,5112,3242
2012-09-01,719153,10869,94443,112956,110357,92762,80100,69902,52481,39847,25546,14504,8068,4239,1962,1115,2,2012,9,M,632120,120175,127713,135325,85956,13164,9963,15224,18314,19801,19128,16340,14237,11613,8390,6543,4851,3188,2195,1351273,120177,127713,135325,96825,107607,122919,125581,111076,99901,89030,68821,54084,37159,22894,14611,9090,5150,3310
2012-10-01,713973,10467,93446,112060,109784,92177,79393,69476,52241,39601,25427,14486,8093,4248,1956,1116,2,2012,10,M,631650,119422,127451,135383,85861,12881,9952,15415,18433,19961,19447,16360,14273,11658,8316,6604,4830,3196,2207,1345623,119424,127451,135383,96328,106327,122012,125199,110610,99354,88923,68601,53874,37085,22802,14697,9078,5152,3323
2012-11-01,719151,10364,94439,112642,110555,92810,79859,69972,52795,39887,25698,14594,8131,4269,1996,1138,2,2012,11,M,633935,119873,127893,136177,85927,12746,9849,15427,18478,20054,19478,16407,14285,11750,8523,6703,4923,3218,2224,1353086,119875,127893,136177,96291,107185,122491,125982,111288,99913,89450,69202,54172,37448,23117,14834,9192,5214,3362
2012-12-01,723474,10676,95762,113400,111123,93163,80166,70283,53004,39910,25796,14653,8156,4275,1979,1126,2,2012,12,M,637299,120819,128431,136776,86139,12870,9941,15542,18774,20220,19599,16383,14308,11775,8515,6775,5009,3219,2204,1360773,120821,128431,136776,96815,108632,123341,126665,111937,100386,89882,69387,54218,37571,23168,14931,9284,5198,3330
2013-01-01,724531,10028,95521,113480,111216,93301,80361,70545,53402,40296,25961,14722,8252,4329,1987,1128,2,2013,1,M,636602,121032,128336,137438,86108,12447,9657,15257,18538,19969,19467,16343,14282,11809,8574,6798,5030,3260,2257,1361133,121034,128336,137438,96136,107968,123137,126473,111839,100330,90012,69745,54578,37770,23296,15050,9359,5247,3385
2013-02-01,728014,10512,96693,114451,111747,93805,80469,70691,53469,40255,25771,14608,8165,4276,1972,1128,2,2013,2,M,642443,122403,128946,138265,85784,12689,9837,15707,18819,20341,19872,16678,14564,12037,8772,6957,5141,3318,2313,1370457,122405,128946,138265,96296,109382,124288,127454,112624,100810,90563,70147,54819,37808,23380,15122,9417,5290,3441
2013-03-01,734310,10196,97116,115227,112480,94504,81256,71476,54137,40834,26133,15007,8377,4370,2032,1163,2,2013,3,M,648491,123797,129607,139307,86462,13101,10063,15791,18857,20414,20031,16891,14837,12208,8914,7112,5252,3431,2416,1382801,123799,129607,139307,96658,110217,125290,128271,113361,101670,91507,71028,55671,38341,23921,15489,9622,5463,3579
2013-04-01,736518,10157,97205,115424,112458,94919,81360,71765,54676,41098,26271,15143,8400,4397,2060,1183,2,2013,4,M,651401,123760,130211,140269,86991,12896,10069,15813,18963,20485,20150,17015,14969,12306,9026,7205,5343,3469,2461,1387919,123762,130211,140269,97148,110101,125493,128271,113882,101845,91915,71691,56067,38577,24169,15605,9740,5529,3644
2013-05-01,744230,9823,97769,116503,113616,96005,82396,72351,55626,41815,26618,15502,8459,4473,2089,1183,2,2013,5,M,659382,125151,131545,141802,87803,13118,10353,16011,19186,20783,20480,17290,15230,12536,9292,7290,5468,3513,2531,1403612,125153,131545,141802,97626,110887,126856,129627,115191,103179,92831,72916,57045,39154,24794,15749,9941,5602,3714
2013-06-01,748935,9677,98072,116984,114409,96400,83201,72732,56301,42167,26930,15666,8561,4529,2114,1190,2,2013,6,M,668335,126408,133057,143489,88461,13582,10809,16348,19715,21188,20722,17621,15585,12748,9456,7423,5552,3583,2588,1417270,126410,133057,143489,98138,111654,127793,130757,116115,104389,93454,73922,57752,39678,25122,15984,10081,5697,3778
2013-07-01,751758,10329,98978,117184,114238,96531,83556,72829,56597,42357,27100,15669,8563,4515,2123,1188,1,2013,7,M,668369,125944,132496,143317,88188,13722,10838,16558,19753,21316,20744,17847,15748,12887,9631,7523,5600,3634,2623,1420127,125945,132496,143317,98517,112700,128022,130796,116284,104872,93573,74444,58105,39987,25300,16086,10115,5757,3811
2013-08-01,757041,10308,99664,117826,115155,97240,84235,73094,57084,42776,27312,15840,8661,4523,2109,1212,2,2013,8,M,676661,127499,134212,144623,90291,13739,10949,16667,19902,21589,20982,18095,15844,13077,9786,7573,5632,3602,2599,1433702,127501,134212,144623,100599,113403,128775,131822,117142,105824,94076,75179,58620,40389,25626,16234,10155,5711,3811
2013-09-01,757707,10230,99448,117804,115175,97556,84438,73196,57240,42788,27321,15930,8707,4528,2129,1215,2,2013,9,M,679506,128070,134633,144786,90473,13953,10901,16679,20095,21703,21022,18225,16172,13214,9938,7669,5705,3630,2638,1437213,128072,134633,144786,100703,113401,128705,131854,117651,106141,94218,75465,58960,40535,25868,16376,10233,5759,3853
2013-10-01,755745,9445,98173,117392,114926,97790,84325,73131,57612,42812,27496,16014,8734,4535,2141,1217,2,2013,10,M,680689,126572,134819,145351,91085,14044,10948,16783,20217,21937,21210,18350,16161,13379,10019,7754,5741,3654,2665,1436434,126574,134819,145351,100530,112217,128340,131709,118007,106262,94341,75962,58973,40875,26033,16488,10276,5795,3882
2013-11-01,765847,9827,100074,118882,116199,99152,85369,73714,58363,43388,27863,16192,8845,4578,2178,1221,2,2013,11,M,689076,129795,136384,147008,92415,13784,10896,16678,20226,21965,21271,18566,16295,13502,10203,7829,5838,3682,2739,1454923,129797,136384,147008,102242,113858,129778,132877,119378,107334,94985,76929,59683,41365,26395,16674,10416,5860,3960
2013-12-01,770140,9784,101001,119903,116648,99482,85664,73947,58848,43579,28053,16332,8900,4606,2164,1227,2,2013,12,M,692261,130479,137039,147207,93072,13795,10932,16686,20355,22064,21391,18688,16372,13617,10310,7876,5897,3716,2765,1462401,130481,137039,147207,102856,114796,130835,133334,119837,107728,95338,77536,59951,41670,26642,16776,10503,5880,3992
2014-01-01,770614,9811,101464,119878,116337,99280,85614,73804,58890,43781,28237,16443,8993,4637,2186,1257,2,2014,1,M,691961,130806,137146,147178,92830,13571,10843,16703,20478,22130,21298,18663,16317,13651,10279,7841,5805,3673,2749,1462575,130808,137146,147178,102641,115035,130721,133040,119758,107744,95102,77553,60098,41888,26722,16834,10442,5859,4006
