Periodo de Cobertura,Total_RC_Tasa_Dependencia,Total_RC_Tasa_Dep_Directa,ARS_AutoGest_Tasa_Dep_Directa,ARS_AutoGest_Tasa_Dependencia,ARS_Priv_Tasa_Dep_Directa,ARS_Priv_Tasa_Dependencia,ARS_Pub_Tasa_Dep_Directa,ARS_Pub_Tasa_Dependencia,Year,Month
2015-10-01,1.2124230712854516,1.0964411992356706,1.3050202778910993,0.9932567013030644,1.2434697814945452,1.1403530347592183,1.056548229561412,0.9462048663218999,2015,10
2015-11-01,1.210325447395399,1.0943464516575634,1.312627845895012,0.9992132560306951,1.24153601158914,1.1381166261185391,1.0515048280196548,0.9420101988344189,2015,11
2015-12-01,1.2065030251698892,1.089700019951983,1.3250633097221713,1.0037802326861673,1.2361481350355084,1.1322023102928824,1.0495912124085371,0.9395781526736676,2015,12
2016-01-01,1.2131613263172576,1.0964723561092624,1.335583389893256,1.012735237860184,1.2425388535713855,1.138733025578853,1.0566948087324677,0.946367465825372,2016,1
2016-02-01,1.2143586264988473,1.0982938167256868,1.344372181106875,1.0183773142956816,1.2447572249807848,1.1413339392703108,1.0522500434029316,0.9438454643050748,2016,2
2016-03-01,1.1998757599687684,1.085760591875948,1.3204249947917306,1.0002573497873801,1.2491820356443206,1.1450665539106284,0.9871466426930126,0.8890128785044966,2016,3
2016-04-01,1.2012043390677682,1.0865000091881072,1.3198936968638113,0.9973178143878342,1.2487874787984317,1.1439059905653552,0.9974923792566629,0.8994217246340335,2016,4
2016-05-01,1.2103958787063338,1.095036385701691,1.3289621021723443,1.0034215044666186,1.256281283466897,1.1506507469875022,1.0144717399335057,0.9157954685383574,2016,5
2016-06-01,1.2112388876326,1.0950493511021726,1.3335724262901583,1.0039387418676935,1.25618886992275,1.1497279995382486,1.0187126024401332,0.9194178574500239,2016,6
2016-07-01,1.2154004680087591,1.0984107985070797,1.3427750149447362,1.0099207611004413,1.2567590280042085,1.1502179897879263,1.0352716844221288,0.9320842165446643,2016,7
2016-08-01,1.2180816556527583,1.1008062519469954,1.3512200763270499,1.0153682073423025,1.2574794118958725,1.1507258742423823,1.0443560024912275,0.9407695462623992,2016,8
2016-09-01,1.224907176866291,1.107213683533956,1.3545816733067728,1.017493543740348,1.263132883941839,1.1559024748380153,1.0575742437192281,0.9531876346739536,2016,9
2016-10-01,1.218644617741434,1.10134901675218,1.3353964836742016,1.0028832846378595,1.2584513076646084,1.1515300542804177,1.0500115650817563,0.9456114962843468,2016,10
2016-11-01,1.2174644224750828,1.0998490735048632,1.3683444094363102,1.0274563795705474,1.2558921742967162,1.1484583912717938,1.0486091697981068,0.9447699311132233,2016,11
2016-12-01,1.217296115875456,1.0998623176326041,1.3754040099242273,1.0327901830617583,1.2540119950570459,1.1467578692111633,1.0535321380085203,0.9493849772950704,2016,12
2017-01-01,1.2108774773700812,1.0935933257178252,1.344565620202234,1.0077161310815819,1.2476595878491379,1.140535615723068,1.0520175663397247,0.9472893320597349,2017,1
2017-02-01,1.2169267512514945,1.0998174362173518,1.3511178517746152,1.0073394992349045,1.2547929561589115,1.147647274021634,1.0561802602275407,0.9524402805991794,2017,2
2017-03-01,1.2171363276765153,1.10047667359425,1.334949109756425,0.9969922389021671,1.255523261522751,1.1483327114549988,1.0582404318882843,0.9555870696026091,2017,3
2017-04-01,1.1983213399569548,1.083012203238359,1.3564908722109534,1.0107587303327668,1.2529618232367101,1.1456605132212432,0.9923353916152097,0.8949470263243419,2017,4
2017-05-01,1.1949883019690475,1.080188912301097,1.3086675394768483,0.975792876800171,1.2546628923969068,1.1470678891244885,0.9940454092498876,0.8973651302291956,2017,5
2017-06-01,1.2053719957321736,1.0901592876102206,1.3456853854203,1.0038507150331357,1.2543327801837536,1.1464119480309225,1.0344968751513977,0.9368102320624001,2017,6
2017-07-01,1.206553245261874,1.091646047737529,1.3305133947084682,0.9905725581266761,1.2509288563637124,1.1433851582597385,1.0539076304647053,0.9559823014750358,2017,7
2017-08-01,1.2110805138718717,1.0967839393955148,1.3173597672184554,0.999095047823242,1.2549992078862202,1.146935489607144,1.0642571137489043,0.9664013078399317,2017,8
2017-09-01,1.214360084864911,1.0993740173931512,1.3508729040236993,1.0162932497339585,1.25550665772135,1.1472206950058814,1.0719241579320598,0.9733615102447575,2017,9
2017-10-01,1.2170735409285631,1.1010576749388117,1.366792058212662,1.023935745305079,1.2553588605702,1.1467242201582721,1.0819490067994058,0.9811317660179661,2017,10
2017-11-01,1.2172384418181235,1.1013430467463736,1.3394940659403587,1.0160198136032412,1.2538152687933444,1.1448105751806132,1.0917875293402024,0.9896569256807739,2017,11
2017-12-01,1.2097518964348666,1.0945139991064943,1.3587096396817968,1.0286616752456714,1.2424527927799323,1.1344047647371385,1.0920224469563584,0.9896602963163088,2017,12
2018-01-01,1.2198052568806503,1.1035585686062075,1.3472866182602863,1.0204706499868779,1.2507013690179876,1.1416841326396485,1.111397701937918,1.0074864231406848,2018,1
2018-02-01,1.224257386590257,1.1077117316617573,1.3829555133818496,1.0481925910429026,1.2525252283266375,1.143460279509975,1.1192784029601173,1.0146751193650896,2018,2
2018-03-01,1.2225506730405413,1.1049425891795026,1.3822008257195237,1.0465473298257641,1.251763047107469,1.1418054336900278,1.1158279728074114,1.0096072056298495,2018,3
2018-04-01,1.223924366339942,1.1070426259357005,1.3854069638500777,1.0515117912323502,1.2516487911745962,1.1424777168613207,1.1217951976870384,1.015667308419189,2018,4
2018-05-01,1.2273072548236104,1.1099656644658709,1.3935825554388508,1.0575617261121055,1.2545113580072182,1.144986200551978,1.1265572660694032,1.0198565161199566,2018,5
2018-06-01,1.227528584916136,1.1103222801860415,1.3922707865663102,1.0585999970655986,1.2542132868907039,1.144798584238806,1.1290151832335797,1.022162010894442,2018,6
2018-07-01,1.2294654110877212,1.1119055632177839,1.40051228315287,1.0662475259052275,1.254762486404566,1.1452319120431818,1.1341354167115298,1.02641620762575,2018,7
2018-08-01,1.2353261191727039,1.116555617787986,1.4108464384828863,1.0732828399629972,1.2592781232241346,1.1487950249436636,1.1434028601626367,1.0345398071655054,2018,8
2018-09-01,1.2300268058451922,1.1121051134238364,1.407982165971523,1.0692938300014383,1.2504560537748233,1.141003147817219,1.1478501980401765,1.03930890661032,2018,9
2018-10-01,1.237832864161698,1.1192579292920461,1.3968659875832872,1.0589580758357129,1.253903275607933,1.1440612384454116,1.1701721936340534,1.0604798852890893,2018,10
2018-11-01,1.2362609500455193,1.1180907402241582,1.3820895940009514,1.0472033352919778,1.2548573593460275,1.1453773462862915,1.1641779842297733,1.0547746425429179,2018,11
2018-12-01,1.2340962665090496,1.1159238210587628,1.3649322388717497,1.0336326575583958,1.2517271084365051,1.142520359722927,1.166655946751762,1.0563189748718278,2018,12
2019-01-01,1.233574296325359,1.1151650820438679,1.3697262966883412,1.0382167356309198,1.2490834774695552,1.1399403130500858,1.1710682071194458,1.059717767932848,2019,1
2019-02-01,1.2332097816945264,1.1151726691220059,1.3993499215422551,1.0597539789284913,1.2485705935632643,1.1398273495260238,1.1675563737713934,1.0569781975580772,2019,2
2019-03-01,1.2292459494565093,1.111493087591794,1.3635720216139702,1.0324753984565338,1.2444472028252547,1.1361712530634427,1.1683987714109272,1.0570517925049565,2019,3
2019-04-01,1.2311924560080854,1.1129712683545092,1.3971846460207376,1.0615807182586006,1.2436486442614125,1.135232592993029,1.1735032644123553,1.0610177701086791,2019,4
2019-05-01,1.2291840765883266,1.1107062230658271,1.3972145695180873,1.0587819971481178,1.2412287333450263,1.1329925729250458,1.172697818562344,1.0589310150527247,2019,5
2019-06-01,1.2251386964738826,1.1073302584305802,1.362272573554278,1.0351707811971593,1.237996695913283,1.1302266681833626,1.170872694197996,1.0573458543435246,2019,6
2019-07-01,1.22785692627771,1.1102393060345326,1.4013860376682603,1.06687700637908,1.239215317059209,1.1318897015071516,1.1731642197501635,1.0596528533964678,2019,7
2019-08-01,1.2271313363152618,1.1101142329717444,1.4021134289081987,1.0702420438036238,1.2400569624395452,1.1331245011460944,1.1686556206825185,1.0560721021864177,2019,8
2019-09-01,1.2303607178392895,1.113266454392833,1.4126964653280443,1.08042639621587,1.2455761464944874,1.138473792204915,1.1655785319348084,1.0533575212528827,2019,9
2019-10-01,1.2285476454403088,1.1113593492959093,1.4021709780201976,1.068815142841713,1.2441713659832256,1.1371858940653772,1.1641502129307006,1.0516898379733444,2019,10
2019-11-01,1.231212289288277,1.1137491782703284,1.3812243605809182,1.052525359116751,1.248603071240911,1.1412539603260898,1.1660938443854896,1.0536085910086785,2019,11
2019-12-01,1.2357235834083216,1.1167390819316423,1.379385329080893,1.0499486017027333,1.2514218560242827,1.1429621397644067,1.1750876649165973,1.060545944165682,2019,12
2020-01-01,1.2347333442283597,1.1159429854886629,1.3855598385443029,1.0585212007942997,1.250547737181112,1.1420540393176126,1.1734093172092457,1.059558918540927,2020,1
2020-02-01,1.2368328944210811,1.1176422814494689,1.3747204294204103,1.051632692184804,1.254424831381106,1.1454645334487255,1.1728369755427253,1.0586188833088495,2020,2
2020-03-01,1.2369673929363874,1.1178090747568443,1.3677083333333333,1.0441438008130082,1.2549179405829674,1.1460930810217653,1.1735990762211437,1.059298341141017,2020,3
2020-04-01,1.2529143732986125,1.1315465787693855,1.3853627857427064,1.055460717998742,1.2702067335596505,1.160962390442905,1.191095480991472,1.0731748625169364,2020,4
2020-05-01,1.2640536633969042,1.139698845058168,1.3861917822264374,1.0561095019608848,1.2813660250720225,1.1685610582526453,1.2035413409069151,1.0835115039729393,2020,5
2020-06-01,1.268112294478742,1.138024899491397,1.384951505354617,1.0548343099616084,1.2886610107687368,1.1675747743610434,1.2008865980580943,1.0799256902065044,2020,6
2020-07-01,1.2647738363337993,1.1387656230145964,1.37713406626393,1.0498542893950196,1.2855135012920416,1.169407761549199,1.198038798922316,1.079194839065471,2020,7
2020-08-01,1.2691712736173408,1.143814478633843,1.3814268035051314,1.0526019725739715,1.2903439325535708,1.1755888877324001,1.201791771933909,1.082667415803844,2020,8
2020-09-01,1.2743282136819762,1.1483766751820554,1.3849182615629985,1.056519138755981,1.2938329841832574,1.1788014630120665,1.2105349036427526,1.0900810601336821,2020,9
2020-10-01,1.279890640939568,1.1559914247848566,1.3818517554621952,1.0613327384714528,1.3013072358241706,1.187607589960468,1.2141925126773208,1.0966348513149036,2020,10
2020-11-01,1.282545702464055,1.158886965930514,1.394526595677967,1.0683673853331828,1.3020210080639179,1.1893536830060887,1.2197815122161895,1.1015451474580453,2020,11
