Periodo de Cobertura,Year,Month,Cotizante,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samana,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San Jose de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
2021-11-01,2021,11,SI,2047574,632522,632522,423664,38921,169937,181690,181690,20144,20517,39339,45405,56285,635489,292896,49681,62535,180680,123147,56268,22585,27226,17068,80523,17229,19724,16565,27005,138923,73568,31325,34030,342421,132528,23590,94245,14693,79510,21632,39037,14303,4538,130383,37081,22038,71264,255452
2021-12-01,2021,12,SI,2050366,638418,638418,427452,38959,172007,184398,184398,20271,20642,40555,46140,56790,628845,290812,49323,62397,179092,120267,55736,22463,25901,16167,79505,17111,19381,16304,26709,138261,73109,31353,33799,341832,132465,23280,94667,14518,79037,21522,38617,14398,4500,130330,37203,21974,71153,256873
2022-01-01,2022,1,SI,2081437,648110,648110,433780,39046,175284,188104,188104,20558,20752,42202,47010,57582,637596,293300,49492,63276,180532,123659,56518,22636,27418,17087,80872,17392,19827,16556,27097,139765,74031,31752,33982,345548,134060,23884,95538,14638,80314,21775,39361,14575,4603,131174,37706,22037,71431,262079
2022-02-01,2022,2,SI,2074361,646452,646452,432422,38813,175217,188437,188437,20544,20674,42500,47169,57550,635345,292580,49528,63047,180005,123091,56630,22460,27111,16890,80403,17227,19680,16452,27044,139271,73737,31838,33696,342106,133120,23636,95061,14423,79481,21511,39037,14483,4450,129505,37278,21771,70456,262021
2022-03-01,2022,3,SI,2115680,664080,664080,444027,39431,180622,191126,191126,20829,20861,43033,47881,58522,644228,297807,50105,64025,183677,124891,57608,22769,27402,17112,80795,17418,19810,16556,27011,140735,74408,31982,34345,348793,135751,24225,96793,14733,81126,21922,39715,14872,4617,131916,38200,22085,71631,267453
2022-04-01,2022,4,SI,2125813,669904,669904,448316,39244,182344,191685,191685,20768,20855,43253,48153,58656,646970,299419,50463,64129,184827,124773,57589,22721,27204,17259,81774,17474,19934,16635,27731,141004,74508,32116,34380,347477,135322,24179,96526,14617,80623,21762,39451,14818,4592,131532,38323,21923,71286,269777
2022-05-01,2022,5,SI,2132337,674538,674538,452350,39229,182959,191962,191962,20670,20798,43609,48456,58429,647189,299847,50252,64231,185364,125118,57701,22762,27312,17343,81290,17311,19834,16493,27652,140934,74509,31916,34509,347096,135008,24131,96239,14638,81024,21996,39454,14942,4632,131064,38163,21816,71085,271552
2022-06-01,2022,6,SI,2152356,685592,685592,460043,39374,186175,192657,192657,20731,20966,43634,48225,59101,649815,300806,50111,64097,186598,125457,58082,22733,27340,17302,81587,17391,19834,16482,27880,141965,75171,32190,34604,348664,136104,24423,97047,14634,81327,22045,39548,15059,4675,131233,38252,21805,71176,275628
2022-07-01,2022,7,SI,2166915,693662,693662,465364,39769,188529,193870,193870,20936,20963,44150,48724,59097,651900,301634,50192,64558,186884,125904,58396,22459,27469,17580,81822,17419,19940,16499,27964,142540,75532,32393,34615,349557,136243,24330,97347,14566,81414,22123,39538,15066,4687,131900,38528,21856,71516,277926
2022-08-01,2022,8,SI,2180443,701138,701138,471012,39781,190345,195068,195068,20950,21025,44504,48872,59717,653490,302776,50181,64636,187959,125924,58306,22770,27351,17497,82251,17477,20031,16597,28146,142539,75496,32360,34683,350678,136706,24364,97802,14540,81727,22141,39772,15111,4703,132245,38865,21854,71526,280069
2022-09-01,2022,9,SI,2186655,707453,707453,475472,39769,192212,194583,194583,20785,20963,44676,48794,59365,653202,302706,50035,64484,188187,126420,58670,22747,27444,17559,81908,17425,20006,16409,28068,142168,75305,32289,34574,350244,136513,24438,97591,14484,81644,22151,39680,15195,4618,132087,38815,21837,71435,281173
2022-10-01,2022,10,SI,2194684,714347,714347,480620,39608,194119,193691,193691,20743,20749,44119,48869,59211,654388,304080,50147,64584,189349,125944,58437,22771,27428,17308,81802,17392,19954,16465,27991,142562,75484,32314,34764,349961,136649,24391,97752,14506,81218,21982,39503,15114,4619,132094,38886,21750,71458,282297
2022-11-01,2022,11,SI,2205793,721775,721775,485808,39719,196248,194464,194464,20773,20811,44352,49096,59432,653841,304415,50041,64615,189759,126219,58612,22687,27441,17479,81596,17347,19926,16330,27993,141611,74630,32271,34710,350994,137111,24587,98010,14514,81699,22073,39690,15272,4664,132184,38985,21789,71410,284719
2022-12-01,2022,12,SI,2219339,727776,727776,491162,39713,196901,195430,195430,20768,20961,44787,49335,59579,656452,305288,49981,65183,190124,126914,58849,22772,27484,17809,81808,17385,19891,16417,28115,142442,75265,32369,34808,351872,137487,24540,98457,14490,82000,22226,39753,15333,4688,132385,39088,21757,71540,287809
2023-01-01,2023,1,SI,2197697,723273,723273,488432,39375,195466,193602,193602,20643,20728,44426,49023,58782,646697,300591,49302,64411,186878,124966,57581,22538,27250,17597,80933,17263,19822,16096,27752,140207,73912,31980,34315,347881,135409,24093,96947,14369,81307,22019,39365,15274,4649,131165,38921,21592,70652,286244
2023-02-01,2023,2,SI,2211844,730159,730159,493258,39429,197472,195244,195244,20681,20896,44979,49585,59103,649989,302315,49397,64737,188181,125596,57975,22576,27484,17561,81327,17327,19838,16207,27955,140751,74163,32220,34368,348333,135962,24066,97504,14392,81135,21925,39294,15294,4622,131236,38946,21530,70760,288119
2023-03-01,2023,3,SI,2240549,742140,742140,501581,39751,200808,196957,196957,20840,21000,45691,49997,59429,657837,306747,49967,65501,191279,127163,58772,22861,27686,17844,81866,17362,19925,16312,28267,142061,75036,32479,34546,351246,137402,24522,98419,14461,81695,22060,39584,15376,4675,132149,39324,21648,71177,292369
2023-04-01,2023,4,SI,2218391,740101,740101,500907,39571,199623,195773,195773,20821,20854,45112,49789,59197,643367,302849,49419,64855,188575,120291,55448,21941,26035,16867,80340,17158,19697,16010,27475,139887,73911,31952,34024,347757,134946,22777,97898,14271,81568,22035,39502,15362,4669,131243,38965,21561,70717,291393
2023-05-01,2023,5,SI,2232606,747279,747279,506366,39561,201352,196357,196357,20766,20910,45293,49902,59486,646594,304841,49278,64817,190746,121847,56416,22148,25893,17390,79930,17224,19544,15967,27195,139976,74195,31842,33939,349013,136236,23649,98274,14313,81735,22049,39548,15472,4666,131042,39155,21501,70386,293363
2023-06-01,2023,6,SI,2242166,754572,754572,510809,39715,204048,195961,195961,20685,20758,45390,49798,59330,648278,306459,49619,65202,191638,121541,56244,22020,26028,17249,80295,17252,19708,16022,27313,139983,74096,31943,33944,348977,136167,23428,98521,14218,81751,21990,39609,15456,4696,131059,39346,21454,70259,294378
2023-07-01,2023,7,SI,2213092,748963,748963,507705,39315,201943,192840,192840,20296,20384,44905,49077,58178,634921,301714,48558,64043,189113,118036,54559,21596,25312,16569,78994,17005,19286,15735,26968,136177,72353,30810,33014,345608,135610,23569,97926,14115,80441,21727,38782,15260,4672,129557,38888,21319,69350,290760
2023-08-01,2023,8,SI,2213792,753046,753046,509271,39411,204364,193029,193029,20205,20388,45008,49158,58270,631562,299891,48392,63526,187973,117222,54575,21208,24936,16503,78289,16838,19029,15698,26724,136160,72044,31008,33108,344659,135202,23102,98080,14020,80236,21620,38744,15187,4685,129221,38763,21278,69180,291496
2023-09-01,2023,9,SI,2225126,759778,759778,513508,39432,206838,192966,192966,20267,20429,45137,49142,57991,633705,300977,48178,63955,188844,117765,54616,21288,25218,16643,78297,16920,19180,15624,26573,136666,72535,30973,33158,345389,135163,23013,98162,13988,80277,21662,38708,15223,4684,129949,39035,21240,69674,293288
2023-10-01,2023,10,SI,2230413,765780,765780,516992,39372,209416,191658,191658,20006,20337,44635,49216,57464,633663,301802,48399,63718,189685,117034,54283,21106,25098,16547,78159,16895,19138,15630,26496,136668,72888,30733,33047,345841,135490,22901,98649,13940,80409,21562,38820,15321,4706,129942,39361,21262,69319,293471
2023-11-01,2023,11,SI,2236680,771357,771357,521242,39459,210656,191858,191858,20032,20303,44839,49246,57438,632087,300610,48200,63448,188962,116738,54110,21116,25112,16400,77970,16816,18953,15585,26616,136769,72782,30839,33148,346464,135771,22868,99006,13897,80569,21526,38955,15350,4738,130124,39451,21275,69398,294914
2023-12-01,2023,12,SI,2241509,776347,776347,524372,39486,212489,193017,193017,20073,20315,45054,49813,57762,628363,299347,47847,62942,188558,116040,53686,21009,24965,16380,77015,16678,18743,15461,26133,135961,72377,30616,32968,347369,135991,23135,98987,13869,80874,21684,39113,15325,4752,130504,39776,21226,69502,296413
2007-09-01,2007,9,NO,402546,204426,204426,181566,2568,20292,26384,26384,1285,1589,5528,10386,7596,84400,50189,4460,9264,36465,11068,5978,1802,2274,1014,7113,1570,1709,1341,2493,16030,7765,5312,2953,36287,20126,2832,16273,1021,7110,1490,3708,1229,683,9051,3482,974,4595,51049
2007-10-01,2007,10,NO,481568,225383,225383,192688,5375,27320,31958,31958,1930,2649,6549,11299,9531,117411,63229,6822,12025,44382,19003,9253,3561,3978,2211,11287,2500,2564,2356,3867,23892,11868,6806,5218,55349,26640,3977,20529,2134,12958,3082,6657,2211,1008,15751,6058,1731,7962,51467
2007-11-01,2007,11,NO,506475,236631,236631,200037,5511,31083,33376,33376,1978,2773,6842,11623,10160,125865,68810,7284,12899,48627,19834,9753,3748,4025,2308,11915,2570,2696,2464,4185,25306,12568,7152,5586,58319,28420,4306,21861,2253,13522,3228,6957,2304,1033,16377,6219,1829,8329,52284
2007-12-01,2007,12,NO,535562,249104,249104,210683,5910,32511,36404,36404,2186,3092,6934,12828,11364,134515,72518,7890,13307,51321,21586,11019,3888,4228,2451,12560,2725,2879,2548,4408,27851,14075,7816,5960,62313,30179,4538,23297,2344,14460,3525,7428,2454,1053,17674,6911,1989,8774,53226
2008-01-01,2008,1,NO,546150,253946,253946,214410,6039,33497,37815,37815,2262,3179,7336,13211,11827,137345,74339,8051,13773,52515,21984,11352,3912,4232,2488,12681,2754,2887,2538,4502,28341,14463,7861,6017,63379,31045,4616,24045,2384,14535,3451,7518,2465,1101,17799,6869,1996,8934,53665
2008-02-01,2008,2,NO,565039,262909,262909,222015,6096,34798,39533,39533,2350,3238,7620,13628,12697,142874,77709,8458,14369,54882,22826,11807,4066,4410,2543,13151,2854,3002,2540,4755,29188,14608,8243,6337,65016,32305,4722,25126,2457,14523,3352,7591,2455,1125,18188,7014,2038,9136,54707
2008-03-01,2008,3,NO,577657,269173,269173,227074,6300,35799,40170,40170,2375,3309,7786,13765,12935,145991,79233,8522,14509,56202,23107,12031,4118,4365,2593,13509,2905,3107,2629,4868,30142,15215,8495,6432,66998,33600,4852,26265,2483,14839,3393,7739,2585,1122,18559,7134,2083,9342,55325
2008-04-01,2008,4,NO,595369,277030,277030,233424,6482,37124,42382,42382,2475,3376,8124,14910,13497,150942,82306,8807,14899,58600,23833,12460,4259,4508,2606,13867,2922,3211,2683,5051,30936,15660,8631,6645,68009,34038,4905,26571,2562,15116,3492,7871,2610,1143,18855,7230,2107,9518,57006
2008-05-01,2008,5,NO,622228,287199,287199,241782,6649,38768,45429,45429,2687,3612,8774,15507,14849,160754,87823,9328,15849,62646,25171,13129,4541,4786,2715,14689,3076,3400,2851,5362,33071,16506,9430,7135,71578,35850,5128,28071,2651,15796,3626,8276,2741,1153,19932,7625,2248,10059,57268
2008-06-01,2008,6,NO,644595,296375,296375,248374,7134,40867,46867,46867,2801,3773,8991,15669,15633,168172,91414,10009,16514,64891,26351,13752,4767,5039,2793,15559,3193,3666,3033,5667,34848,17669,9617,7562,75345,37303,5436,29098,2769,17026,3935,8894,2922,1275,21016,8111,2351,10554,57836
2008-07-01,2008,7,NO,675951,307335,307335,257185,7244,42906,51417,51417,2954,4101,9934,17260,17168,176824,96582,10815,17286,68481,27853,14541,4966,5417,2929,16150,3288,3772,3137,5953,36239,18443,9821,7975,78124,38917,5782,30293,2842,17579,4090,9171,2983,1335,21628,8347,2407,10874,62251
2008-08-01,2008,8,NO,672797,303801,303801,253347,7175,43279,50110,50110,2880,3846,9532,16871,16981,181462,99802,11140,17375,71287,28551,15135,5036,5455,2925,16638,3303,3933,3162,6240,36471,18799,9715,7957,78919,39245,5828,30555,2862,17681,4143,9225,2981,1332,21993,8649,2438,10906,58505
2008-09-01,2008,9,NO,678652,305281,305281,254485,7204,43592,51186,51186,3000,3966,9567,17582,17071,184752,101933,11521,17532,72880,28895,15301,5116,5536,2942,17195,3354,4020,3222,6599,36729,18948,9781,8000,79065,39273,5896,30502,2875,17648,4092,9150,3069,1337,22144,8726,2478,10940,58368
2008-10-01,2008,10,NO,694086,311597,311597,259403,7443,44751,53348,53348,3098,4117,9906,18147,18080,189107,104365,11890,17718,74757,29466,15572,5231,5685,2978,17440,3383,4004,3227,6826,37836,19513,10108,8215,80920,40457,6057,31452,2948,17811,4117,9254,3084,1356,22652,8919,2506,11227,59114
2008-11-01,2008,11,NO,700174,313038,313038,260304,7424,45310,52627,52627,3102,4089,9644,18058,17734,191807,105705,12216,17697,75792,30044,15890,5362,5836,2956,17940,3554,4104,3256,7026,38118,19326,10362,8430,82277,41289,6239,32057,2993,18052,4172,9434,3101,1345,22936,9055,2517,11364,60425
2008-12-01,2008,12,NO,710857,317447,317447,263701,7540,46206,54025,54025,3222,4119,9624,18840,18220,196162,108327,12485,18156,77686,30775,16293,5469,5952,3061,18316,3578,4210,3307,7221,38744,19655,10610,8479,83108,41700,6248,32356,3096,18164,4214,9476,3128,1346,23244,9190,2540,11514,60115
2009-01-01,2009,1,NO,741340,330601,330601,274669,7918,48014,57984,57984,3344,4368,10681,20516,19075,205849,113265,13333,18772,81160,32055,16999,5654,6239,3163,19197,3708,4323,3430,7736,41332,21136,11358,8838,86557,43787,6650,33932,3205,18637,4310,9787,3186,1354,24133,9492,2608,12033,60349
2009-02-01,2009,2,NO,761728,338087,338087,280889,7866,49332,60586,60586,3536,4429,11092,21575,19954,212418,117436,13858,19639,83939,32759,17380,5742,6350,3287,19527,3735,4431,3489,7872,42696,21569,12141,8986,88212,44799,6857,34638,3304,18966,4386,10005,3211,1364,24447,9603,2606,12238,62425
2009-03-01,2009,3,NO,775832,344557,344557,285573,8091,50893,62720,62720,3645,4596,11489,22534,20456,215750,118937,13892,19379,85666,33954,18114,5873,6637,3330,19820,3785,4480,3570,7985,43039,22513,11333,9193,90032,45971,7259,35432,3280,19169,4434,10085,3264,1386,24892,9894,2638,12360,62773
2009-04-01,2009,4,NO,804431,358966,358966,297971,8272,52723,65601,65601,3754,4796,11752,23994,21305,223814,122936,14507,20571,87858,35306,18844,6162,6876,3424,20553,3907,4703,3677,8266,45019,23462,11955,9602,93155,47565,7633,36499,3433,19621,4590,10473,3266,1292,25969,10287,2777,12905,62895
2009-05-01,2009,5,NO,812317,362172,362172,300082,8247,53843,67585,67585,3886,4859,12182,24786,21872,228098,125624,14794,21081,89749,35990,19250,6297,6960,3483,20871,3956,4834,3635,8446,45613,23599,12149,9865,93114,47494,7676,36352,3466,19721,4612,10580,3245,1284,25899,10288,2766,12845,61348
2009-06-01,2009,6,NO,843186,375733,375733,311023,8597,56113,70691,70691,4075,5092,12815,25756,22953,236418,128484,15408,21448,91628,37543,20066,6612,7278,3587,21852,4071,5102,3852,8827,48539,25175,13011,10353,97350,49890,8161,38027,3702,20372,4780,10851,3379,1362,27088,10694,2864,13530,62994
2009-07-01,2009,7,NO,872676,386765,386765,319625,8849,58291,73789,73789,4250,5379,13523,27091,23546,246188,133419,16216,22378,94825,39058,20944,6838,7577,3699,22996,4247,5417,3984,9348,50715,26137,13985,10593,101138,51793,9005,38965,3823,21185,4926,11269,3492,1498,28160,11132,2983,14045,64796
2009-08-01,2009,8,NO,912976,407842,407842,337344,9134,61364,77023,77023,4522,5237,14010,28354,24900,257038,138623,17221,22562,98840,41241,22226,7214,7909,3892,24384,4510,5752,4179,9943,52790,26837,14629,11324,106496,54738,9708,41087,3943,22105,5142,11807,3623,1533,29653,11674,3111,14868,64577
2009-09-01,2009,9,NO,930044,414679,414679,342565,9442,62672,78207,78207,4552,5276,14113,28787,25479,263533,141581,17490,22840,101251,42363,22803,7422,8144,3994,25166,4603,5831,4384,10348,54423,27949,14924,11550,108508,56018,10094,41897,4027,22181,5156,11884,3621,1520,30309,11992,3114,15203,65117
2009-10-01,2009,10,NO,952664,423149,423149,348275,9798,65076,80173,80173,4626,5455,14415,29548,26129,271584,145128,18047,23493,103588,43707,23385,7741,8477,4104,26232,4748,6042,4545,10897,56517,29145,15343,12029,111674,57414,10271,42925,4218,22983,5350,12328,3766,1539,31277,12389,3213,15675,66084
2009-11-01,2009,11,NO,970589,431384,431384,354106,9994,67284,81313,81313,4711,5502,14824,29965,26311,278296,149079,18756,23779,106544,44557,23582,7983,8670,4322,26834,4838,6152,4539,11305,57826,29682,15897,12247,114538,58882,10824,43726,4332,23518,5450,12662,3837,1569,32138,12753,3284,16101,65058
2009-12-01,2009,12,NO,986607,436785,436785,358102,9863,68820,83013,83013,4820,5509,15113,30823,26748,285110,152510,19068,24691,108751,46450,24845,8202,8935,4468,27507,4927,6252,4649,11679,58643,30061,16162,12420,116537,59970,11397,44218,4355,24053,5508,13028,3938,1579,32514,12802,3310,16402,65162
2010-01-01,2010,1,NO,1010084,446827,446827,365725,10007,71095,85380,85380,4983,5620,15701,31443,27633,293532,156272,19964,25759,110549,48070,25821,8473,9282,4494,28573,5026,6400,4831,12316,60617,31023,16813,12781,118773,60831,11756,44677,4398,24434,5560,13349,3929,1596,33508,13237,3398,16873,65572
2010-02-01,2010,2,NO,1023756,452337,452337,369537,10176,72624,86088,86088,4933,5644,15897,31680,27934,297140,158569,20505,25865,112199,48473,25876,8582,9441,4574,28806,5066,6361,4934,12445,61292,31382,16997,12913,120710,62032,12153,45440,4439,24756,5570,13602,3960,1624,33922,13394,3416,17112,67481
2010-03-01,2010,3,NO,1048918,464124,464124,378282,10395,75447,88848,88848,5035,5786,16582,32366,29079,304219,161420,20194,26999,114227,49770,26778,8747,9580,4665,29766,5145,6595,5112,12914,63263,32600,17431,13232,124265,63699,12732,46435,4532,25628,5609,14302,4035,1682,34938,13801,3443,17694,67462
2010-04-01,2010,4,NO,1070980,472450,472450,384518,10686,77246,90484,90484,5134,5958,17085,32856,29451,312892,166179,20880,27682,117617,50433,26933,8869,9870,4761,30339,5226,6694,5218,13201,65941,34064,18244,13633,126632,65120,12786,47687,4647,26049,5668,14664,4049,1668,35463,13915,3491,18057,68522
2010-05-01,2010,5,NO,1080460,475643,475643,387436,10511,77696,91929,91929,5192,5922,17323,33345,30147,315363,168999,21319,28077,119603,51097,27384,8922,9918,4873,30630,5315,6629,5117,13569,64637,33416,17806,13415,127685,65744,13314,47859,4571,26279,5714,14794,4079,1692,35662,14031,3564,18067,69840
2010-06-01,2010,6,NO,1087960,476230,476230,386437,10602,79191,93056,93056,5209,5971,17747,33741,30388,319192,171669,21779,28642,121248,51484,27550,8975,9992,4967,30651,5271,6520,5129,13731,65388,33823,18083,13482,127812,66510,13516,48465,4529,26264,5739,14811,4041,1673,35038,13467,3513,18058,71670
2010-07-01,2010,7,NO,1103022,484823,484823,392621,10689,81513,93753,93753,5316,6024,17701,34013,30699,323045,173898,21970,27997,123931,51860,28083,9123,9762,4892,31097,5395,6689,5172,13841,66190,34375,18433,13382,128873,66950,13754,48743,4453,26344,5736,14904,4074,1630,35579,13662,3571,18346,72528
2010-08-01,2010,8,NO,1119627,490430,490430,396831,10756,82843,95515,95515,5376,6064,17971,34860,31244,329744,177949,22461,28870,126618,52519,28457,9232,9896,4934,32033,5512,6999,5223,14299,67243,34917,18687,13639,130448,67655,14256,48796,4603,26631,5815,15006,4102,1708,36162,13991,3586,18585,73490
2010-09-01,2010,9,NO,1141199,498388,498388,402568,11173,84647,96432,96432,5432,6294,18242,34520,31944,338471,181827,23111,29221,129495,54202,29507,9473,10211,5011,32750,5592,7366,5203,14589,69692,36462,19212,14018,132961,69008,14607,49675,4726,27353,6012,15433,4193,1715,36600,14082,3626,18892,74947
2010-10-01,2010,10,NO,1153249,502182,502182,405839,11175,85168,98047,98047,5477,6306,18774,35126,32364,342821,184836,24087,29671,131078,54747,29849,9436,10320,5142,33153,5698,7136,5333,14986,70085,36661,19386,14038,133485,69699,14901,50295,4503,26994,5880,15200,4246,1668,36792,13923,3639,19230,76714
2010-11-01,2010,11,NO,1168798,510659,510659,411758,11302,87599,98167,98167,5438,6359,18990,35453,31927,347987,187133,23707,30128,133298,55766,30400,9671,10446,5249,33560,5745,7176,5488,15151,71528,37355,19684,14489,135709,71085,15117,51446,4522,27410,5917,15615,4184,1694,37214,14128,3703,19383,76276
2010-12-01,2010,12,NO,1182933,515355,515355,415043,11425,88887,99628,99628,5411,6365,19443,35874,32535,353938,190521,24347,30430,135744,56699,31007,9760,10663,5269,34263,5727,7286,5566,15684,72455,37750,20141,14564,137692,72024,15585,51828,4611,27920,6023,15931,4246,1720,37748,14353,3743,19652,76320
2011-01-01,2011,1,NO,1183149,515050,515050,414738,11077,89235,100466,100466,5469,6287,19919,36058,32733,353643,190080,24426,30349,135305,57127,31357,9912,10539,5319,34452,5759,7451,5655,15587,71984,37260,20159,14565,138028,72052,15781,51678,4593,28043,5991,16067,4255,1730,37933,14327,3741,19865,75962
2011-02-01,2011,2,NO,1200206,520747,520747,418429,11229,91089,102101,102101,5590,6379,20129,36796,33207,358940,192359,24991,30746,136622,58244,31959,10047,10873,5365,34948,5848,7512,5794,15794,73389,38137,20528,14724,139932,73123,16296,52203,4624,28405,6034,16333,4300,1738,38404,14530,3742,20132,78486
2011-03-01,2011,3,NO,1214439,526006,526006,421633,11310,93063,103778,103778,5650,6464,20680,37326,33658,363650,194468,25160,31269,138039,59208,32620,10139,10940,5509,35517,5926,7490,5896,16205,74457,38734,20740,14983,141679,73971,16373,52929,4669,28734,6062,16595,4313,1764,38974,14756,3785,20433,79326
2011-04-01,2011,4,NO,1233383,532322,532322,426497,11469,94356,105621,105621,5712,6641,21177,37740,34351,370947,197894,25496,31792,140606,60708,33439,10310,11341,5618,36359,6072,7671,6035,16581,75986,39670,21106,15210,143953,75272,16945,53640,4687,29021,6118,16750,4392,1761,39660,14992,3864,20804,80540
2011-05-01,2011,5,NO,1228348,531377,531377,425546,11406,94425,104978,104978,5584,6310,21389,37816,33879,369304,197532,24911,31732,140889,60066,32622,10409,11340,5695,35770,5961,7487,6038,16284,75936,39445,21189,15302,141147,73266,15141,53399,4726,28868,6092,16806,4180,1790,39013,14393,3859,20761,81542
2011-06-01,2011,6,NO,1247276,537452,537452,429307,11679,96466,106411,106411,5639,6702,21415,38219,34436,376922,201396,26091,32397,142908,61891,34039,10617,11455,5780,36601,5914,7865,6154,16668,77034,40087,21449,15498,144771,75265,16504,53950,4811,29488,6114,17200,4381,1793,40018,15172,3908,20938,81720
2011-07-01,2011,7,NO,1265469,542713,542713,432586,12023,98104,109594,109594,5790,6985,22569,39142,35108,383104,204430,26652,32319,145459,62592,34438,10757,11737,5660,37169,5991,7932,6248,16998,78913,41143,21940,15830,147413,77130,17009,55343,4778,29595,6239,17120,4439,1797,40688,15370,3990,21328,82645
2011-08-01,2011,8,NO,1281749,548473,548473,436545,12118,99810,110720,110720,6119,7033,22841,39309,35418,389515,207374,27141,32863,147370,63940,35137,10896,11869,6038,37950,6112,8074,6371,17393,80251,41976,22239,16036,149114,77931,17155,55866,4910,30376,6184,17270,5110,1812,40807,15327,3993,21487,83927
2011-09-01,2011,9,NO,1287998,549075,549075,436223,12170,100682,111174,111174,6112,7076,22991,39583,35412,394447,209771,27465,33169,149137,65075,35746,10950,12170,6209,38592,6262,8267,6500,17563,81009,42331,22524,16154,149734,78035,17460,55625,4950,30221,6260,17348,4839,1774,41478,15715,4008,21755,83568
2011-10-01,2011,10,NO,1285599,552122,552122,437932,12207,101983,110113,110113,5942,7021,22847,38878,35425,391126,208251,25956,33117,149178,64332,35231,11029,11918,6154,37968,6106,8204,6254,17404,80575,42136,22345,16094,146213,75327,14639,55825,4863,29499,6183,17295,4197,1824,41387,15595,3988,21804,86025
2011-11-01,2011,11,NO,1291615,554001,554001,438611,12205,103185,111099,111099,5950,7128,23201,39362,35458,393463,209725,26395,33096,150234,64131,35131,11057,11807,6136,38125,6091,8237,6234,17563,81482,42802,22549,16131,170790,75207,14358,55982,4867,53762,6220,17451,28258,1833,41821,15729,4029,22063,62262
2011-12-01,2011,12,NO,1291153,553429,553429,437506,12168,103755,110458,110458,5951,7110,23150,38972,35275,394524,210616,26604,33319,150693,64779,35461,11059,11964,6295,38223,6097,8296,6284,17546,80906,42263,22437,16206,146953,74999,14521,55468,5010,30077,6221,17558,4450,1848,41877,15614,4087,22176,85789
2012-01-01,2012,1,NO,1294618,554412,554412,437914,12165,104333,111326,111326,5824,7167,23332,39598,35405,395859,211249,27290,32655,151304,65016,35684,11162,11964,6206,38143,6049,8210,6318,17566,81451,42397,22764,16290,146975,75193,14590,55591,5012,30163,6271,17574,4479,1839,41619,15572,4015,22032,86046
2012-02-01,2012,2,NO,1309993,559976,559976,441682,12278,106016,113586,113586,5945,7312,23829,40034,36466,400215,214041,27430,33692,152919,65330,35426,11347,12090,6467,38847,6113,8361,6443,17930,81997,42875,22753,16369,147918,75589,14634,55928,5027,30405,6296,17660,4578,1871,41924,15622,4013,22289,88298
2012-03-01,2012,3,NO,1329099,568498,568498,447643,12484,108371,115594,115594,6104,7443,24511,40333,37203,404888,215429,27389,34281,153759,66678,36129,11500,12406,6643,39172,6187,8590,6590,17805,83609,43707,23341,16561,151137,77511,15107,57297,5107,30748,6359,18082,4394,1913,42878,16036,4142,22700,88982
2012-04-01,2012,4,NO,1336228,569921,569921,448103,12577,109241,117023,117023,6192,7542,24903,40871,37515,407981,218032,27752,34878,155402,66862,36287,11476,12406,6693,39246,6213,8582,6726,17725,83841,43986,23272,16583,151841,77839,15154,57552,5133,31082,6382,18190,4594,1916,42920,16091,4177,22652,89462
2012-05-01,2012,5,NO,1347404,574590,574590,451256,12743,110591,118051,118051,6321,7604,25243,41177,37706,410819,219552,27940,34987,156625,66926,36034,11545,12519,6828,39870,6334,8781,6736,18019,84471,44169,23546,16756,153618,78476,15319,58045,5112,31510,6476,18497,4602,1935,43632,16502,4188,22942,90326
2012-06-01,2012,6,NO,1361503,578650,578650,453576,12786,112288,119695,119695,6471,7754,25812,41533,38125,417192,222334,28404,35325,158605,68647,37399,11552,12751,6945,40181,6401,8747,6836,18197,86030,44953,24081,16996,154596,78683,15498,58024,5161,31860,6502,18705,4664,1989,44053,16568,4268,23217,91370
2012-07-01,2012,7,NO,1310868,560173,560173,439263,12536,108374,114652,114652,6342,7487,24369,39602,36852,400870,214596,26855,33564,154177,65577,35556,11235,12349,6437,39240,6271,8521,6655,17793,81457,42659,22506,16292,150041,76029,14786,56180,5063,31100,6372,18210,4601,1917,42912,16140,4162,22610,85132
2012-08-01,2012,8,NO,1377628,583614,583614,456235,12891,114488,121369,121369,6773,7825,26399,41883,38489,422375,226125,28435,35599,162091,69883,38255,11679,12875,7074,40871,6402,8974,6873,18622,85496,44657,23873,16966,155641,79097,15355,58568,5174,32233,6639,18955,4660,1979,44311,16609,4165,23537,94629
