Periodo de Cobertura,Year,Month,Sexo,Cotizante,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y mas,No Especificada,Total Afiliados,0-4,5-9,10-14
2018-10-01,2018,10,F,NO,150561,59222,57725,48505,44098,39176,39824,38935,35259,31569,26685,20080,15122,10276,8054,,1171694.0,176721.0,193406.0,176476.0
2018-11-01,2018,11,F,NO,151298,59368,58148,48891,44302,39549,40128,39262,35700,31816,26961,20354,15316,10330,8209,,1181895.0,178369.0,195507.0,178387.0
2018-12-01,2018,12,F,NO,151167,59261,58093,48931,44242,39555,40094,39218,35917,32000,27100,20467,15374,10427,8266,,1184037.0,178663.0,196155.0,179107.0
2019-01-01,2019,1,F,NO,150856,59338,58110,48825,44284,39517,40110,39366,36012,32029,27268,20623,15412,10478,8378,,1184501.0,178053.0,196678.0,179164.0
2019-02-01,2019,2,F,NO,150916,59576,58602,49368,44498,39804,40293,39653,36300,32195,27498,20730,15455,10504,8397,,1190383.0,179185.0,197533.0,179876.0
2019-03-01,2019,3,F,NO,151968,60673,59040,49904,44780,39925,40401,39776,36397,32366,27733,20899,15495,10592,8473,,1198298.0,179911.0,199180.0,180785.0
2019-04-01,2019,4,F,NO,152895,60539,59295,49942,44642,39962,40532,39836,36571,32521,27804,21085,15567,10730,8577,,1202493.0,180998.0,200024.0,180973.0
2019-05-01,2019,5,F,NO,152988,60098,58984,49808,44345,39929,40480,39788,36694,32532,27916,21337,15507,10791,8696,,1198187.0,178317.0,199596.0,180381.0
2019-06-01,2019,6,F,NO,151633,60407,59149,50297,44602,40253,40637,39997,37037,32867,28058,21469,15471,10863,8712,,1202359.0,179710.0,200366.0,180831.0
2019-07-01,2019,7,F,NO,151929,60595,59609,50599,44716,40436,40503,40028,36794,32874,28080,21633,15500,10858,8824,,1206766.0,181083.0,200993.0,181712.0
2019-08-01,2019,8,F,NO,152776,60692,59888,51190,45017,40735,40864,40597,36925,32910,28117,21648,15511,10911,8938,,1212463.0,181816.0,201380.0,182548.0
2019-09-01,2019,9,F,NO,153145,60887,59977,51225,45077,40964,40697,40219,36971,33186,28177,21791,15623,10987,9010,,1216275.0,182267.0,202294.0,183778.0
2019-10-01,2019,10,F,NO,152560,60990,60129,51557,44949,41133,40734,40326,36962,33415,28435,22020,15700,11071,9098,,1217392.0,181238.0,202574.0,184501.0
2019-11-01,2019,11,F,NO,152349,60846,59508,51182,44626,41007,40588,40479,36925,33594,28541,22199,15675,11105,9172,,1219171.0,182672.0,203182.0,185521.0
2019-12-01,2019,12,F,NO,149633,61319,60161,51850,45133,41488,40844,40784,37130,33929,29043,22593,15838,11217,9209,,1212665.0,179727.0,199772.0,182995.0
2020-01-01,2020,1,F,NO,150199,60439,59011,50999,44271,40898,40394,40383,36901,33679,28710,22475,15525,11274,9280,,1211101.0,180470.0,201170.0,185023.0
2020-02-01,2020,2,F,NO,149642,60782,59050,51208,44160,40859,40313,40495,37131,33821,28885,22671,15461,11316,9296,,1213498.0,181525.0,201223.0,185660.0
2020-03-01,2020,3,F,NO,150403,61469,59708,51852,44441,40988,40365,40617,37214,33704,28891,22804,15433,11304,9334,,1220312.0,183097.0,202024.0,186664.0
2020-04-01,2020,4,F,NO,142554,59326,56180,48664,41276,38025,37130,37512,34552,31266,26826,21293,14418,10634,8857,,1142228.0,169004.0,189364.0,175347.0
2020-05-01,2020,5,F,NO,149417,92011,96248,81433,68416,59949,53587,49469,42045,35788,29981,23137,15392,11205,9440,,1352813.0,167596.0,190818.0,176881.0
2020-06-01,2020,6,F,NO,154308,96399,100632,85439,71133,62426,56216,52282,44779,38273,32038,24734,16355,11927,10203,,1404318.0,170583.0,195520.0,181071.0
2020-07-01,2020,7,F,NO,154786,81680,82437,71138,59901,53607,49425,47805,42005,36577,31058,24226,15935,11610,10076,,1323664.0,171654.0,197138.0,182606.0
2020-08-01,2020,8,F,NO,154617,75997,74215,64949,54825,49622,46173,45608,40398,35536,30458,23917,15760,11526,9979,,1278422.0,169165.0,194951.0,180726.0
2020-09-01,2020,9,F,NO,156027,76980,74488,65344,55047,49892,46322,45589,40582,35579,30773,24129,15937,11591,10064,,1281775.0,168182.0,194885.0,180364.0
2020-10-01,2020,10,F,NO,158650,75208,71255,63321,53588,48799,46000,45429,40908,35653,30885,24007,15877,11423,9891,,1278361.0,169264.0,196034.0,182169.0
2020-11-01,2020,11,F,NO,157665,73597,68799,61479,51885,47492,44534,43914,39519,34498,30163,23583,15586,11217,9739,,1254331.0,167328.0,193442.0,179891.0
2020-12-01,2020,12,F,NO,161137,74324,68635,61629,51954,47754,44726,44139,40125,34773,30519,23876,15753,11387,9909,,1271099.0,170060.0,197138.0,183261.0
2021-01-01,2021,1,F,NO,157274,69575,63914,58336,50030,46483,43951,43488,38920,33089,28983,22527,14941,10757,9264,,1228521.0,165571.0,192343.0,179075.0
2021-02-01,2021,2,F,NO,135494,56745,56905,51644,43454,39727,37530,38082,35260,31124,27862,21950,14651,10533,9079,,1130687.0,161593.0,186271.0,172783.0
2021-03-01,2021,3,F,NO,133071,56770,58073,53003,44442,40491,38205,39091,35928,31718,28412,22276,15002,10675,9283,,1148402.0,165666.0,189932.0,176364.0
2021-04-01,2021,4,F,NO,132439,56639,58481,53463,44712,40708,38600,39322,36218,31922,28676,22520,15265,10754,9332,,1152427.0,166341.0,190450.0,176585.0
2021-05-01,2021,5,F,NO,136575,57905,58656,53704,44804,41045,38834,39565,36325,32281,28711,22504,15333,10822,9326,,1168098.0,168742.0,193404.0,179562.0
2021-06-01,2021,6,F,NO,134181,55165,56557,52371,43621,40177,38144,39294,36094,32216,28728,22507,15446,10763,9246,,1156854.0,168958.0,193365.0,180021.0
2021-07-01,2021,7,F,NO,136262,56543,58179,53902,44978,41266,39108,40222,36898,32779,29183,22612,15790,10745,9334,,1177785.0,171249.0,195766.0,182969.0
2021-08-01,2021,8,F,NO,137731,57209,58998,54991,45576,42034,39816,40826,37567,33390,30059,22972,16245,10892,9437,,1192826.0,172202.0,197518.0,185363.0
2021-09-01,2021,9,F,NO,138470,62650,66200,62052,51788,47500,44250,44816,40576,35256,31219,23835,16897,11249,9762,,1242215.0,170965.0,197705.0,187025.0
2021-10-01,2021,10,F,NO,138444,56176,58265,54792,45499,42116,39942,41200,38197,33905,30366,23319,16639,11090,9699,,1199643.0,174199.0,198073.0,187722.0
2021-11-01,2021,11,F,NO,139404,55742,58350,55044,45698,42426,40355,41591,38891,34225,30600,23586,16802,11134,9781,,1208897.0,175831.0,199582.0,189855.0
2021-12-01,2021,12,F,NO,138625,54878,57820,54795,45487,42256,40412,41529,39186,34434,30697,23775,16912,11088,9836,,1205598.0,175308.0,198855.0,189705.0
2022-01-01,2022,1,F,NO,139107,54364,56950,54318,45141,42240,40474,41669,39429,34542,30629,23883,16998,11108,9931,,1209544.0,176518.0,200393.0,191850.0
2022-02-01,2022,2,F,NO,138052,53995,56868,54302,45103,42187,40472,41647,39599,34796,30684,23915,17056,11003,9908,,1207023.0,176683.0,199206.0,191547.0
2022-03-01,2022,3,F,NO,140831,54650,57218,55154,45489,42540,40872,42258,40241,35343,31177,24307,17399,11205,10102,,1227881.0,180591.0,202940.0,195564.0
2022-04-01,2022,4,F,NO,139906,54130,56898,55093,45506,42619,40840,42454,40607,35517,31319,24406,17402,11159,10138,,1226944.0,179689.0,203210.0,196051.0
2022-05-01,2022,5,F,NO,140623,54010,56882,55564,45749,42693,40822,42288,40407,35551,31207,24526,17490,11174,10161,,1233083.0,182294.0,204532.0,197110.0
2022-06-01,2022,6,F,NO,141362,53906,56758,55970,46096,42904,41200,42653,40798,35928,31649,24720,17699,11272,10293,,1242051.0,183465.0,206432.0,198946.0
2022-07-01,2022,7,F,NO,141504,54144,56042,55287,45636,42708,41133,42564,40904,35940,31725,24825,17672,11357,10361,,1243733.0,184260.0,207456.0,200215.0
2022-08-01,2022,8,F,NO,142637,54645,56485,56185,46183,43296,41459,42961,41450,36263,32038,25146,17630,11520,10359,,1255044.0,185089.0,209291.0,202407.0
2022-09-01,2022,9,F,NO,142151,54390,56106,55940,46076,43183,41426,43156,41520,36330,31967,25278,17515,11715,10480,,1255102.0,184812.0,209566.0,203491.0
2022-10-01,2022,10,F,NO,142341,54518,55757,56014,46080,43407,41828,43538,42487,37209,32493,25431,17500,11762,10348,,1260419.0,184481.0,210510.0,204715.0
2022-11-01,2022,11,F,NO,142080,54109,55424,55846,46023,43238,41665,43420,42045,36634,32398,25622,17606,11849,10374,,1259753.0,184522.0,211453.0,205445.0
2022-12-01,2022,12,F,NO,141658,53643,54585,55373,45727,43236,41478,43403,42046,36534,32237,25433,17530,11930,10479,,1257159.0,184160.0,211522.0,206185.0
2023-01-01,2023,1,F,NO,140750,54576,55752,56812,46722,44023,42130,43870,42406,36924,32454,25651,17613,12035,10538,,1262547.0,183004.0,211284.0,206003.0
2023-02-01,2023,2,F,NO,140249,53895,54732,55855,45989,43512,41681,43421,42250,36874,32567,25597,17666,12092,10535,,1257059.0,182732.0,211247.0,206165.0
2023-03-01,2023,3,F,NO,141847,53847,54624,56012,46210,43615,42046,43757,42544,37206,32839,25699,17799,12162,10625,,1269550.0,185644.0,214269.0,208805.0
2023-04-01,2023,4,F,NO,139185,52625,53568,54870,45394,42674,41216,43072,42049,36728,32482,25407,17836,12080,10641,,1248288.0,181986.0,210881.0,205594.0
2023-05-01,2023,5,F,NO,141131,53044,53948,55825,46004,43374,41733,43831,42618,37439,32869,25812,18044,12120,10731,,1264596.0,184424.0,213495.0,208154.0
2023-06-01,2023,6,F,NO,140869,52312,53093,55349,45597,43016,41289,43566,42357,37495,32795,25864,18051,12096,10750,,1261017.0,184343.0,213879.0,208296.0
2023-07-01,2023,7,F,NO,140580,55361,56155,57462,46991,43748,41486,43595,42193,37487,32523,25878,18062,12093,10798,,1266789.0,182731.0,212599.0,207047.0
2023-08-01,2023,8,F,NO,139830,52086,53444,56095,46211,43262,41360,43553,42046,37505,32607,25895,18093,12144,10890,,1253258.0,180597.0,211333.0,206307.0
2023-09-01,2023,9,F,NO,140288,51130,52559,55300,45792,43068,41255,43501,42083,37698,32753,25991,18158,12151,10887,,1253413.0,181013.0,212289.0,207497.0
2023-10-01,2023,10,F,NO,140996,51047,52944,55455,45820,43070,41372,43921,43052,38824,33393,26341,18237,12106,10808,,1258934.0,180514.0,212673.0,208361.0
2023-11-01,2023,11,F,NO,140750,50317,52241,55031,45550,42873,41327,43667,42466,38141,33100,26333,18295,12164,10794,,1254741.0,180083.0,212691.0,208918.0
2023-12-01,2023,12,F,NO,140500,49306,51171,54328,45169,42295,41236,43693,42336,38277,33119,26432,18408,12171,10855,,1249934.0,179562.0,212282.0,208794.0
